Plate information 
Plate,Repeat,Barcode,Measurement date,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,
1,1,="",13/04/2022 12:07:57 p.m.,28.15,28.05,31.4,31.6,


Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas C,0,3152,40,00:00:00.000,De=1st Ex=Btm Em=N/A,



Well,MeasA:Result,Calc1:Average within well,
A01,20242,0.090250,
A01,,,
A01,,,
A01,,,
A02,53410,0.12125,
A02,,,
A02,,,
A02,,,
A03,149161,0.37200,
A03,,,
A03,,,
A03,,,
A04,128321,0.28175,
A04,,,
A04,,,
A04,,,
A05,76635,0.16175,
A05,,,
A05,,,
A05,,,
A06,154474,0.40875,
A06,,,
A06,,,
A06,,,
A07,33052,0.11225,
A07,,,
A07,,,
A07,,,
A08,35415,0.12225,
A08,,,
A08,,,
A08,,,
A09,161669,0.45750,
A09,,,
A09,,,
A09,,,
A10,105122,0.22625,
A10,,,
A10,,,
A10,,,
A11,142380,0.35725,
A11,,,
A11,,,
A11,,,
A12,81799,0.18025,
A12,,,
A12,,,
A12,,,
B01,23457,0.10875,
B01,,,
B01,,,
B01,,,
B02,34085,0.10325,
B02,,,
B02,,,
B02,,,
B03,47880,0.11650,
B03,,,
B03,,,
B03,,,
B04,145327,0.29675,
B04,,,
B04,,,
B04,,,
B05,104537,0.19775,
B05,,,
B05,,,
B05,,,
B06,28089,0.089500,
B06,,,
B06,,,
B06,,,
B07,107331,0.19550,
B07,,,
B07,,,
B07,,,
B08,117769,0.22275,
B08,,,
B08,,,
B08,,,
B09,152442,0.31475,
B09,,,
B09,,,
B09,,,
B10,163747,0.36550,
B10,,,
B10,,,
B10,,,
B11,164228,0.36675,
B11,,,
B11,,,
B11,,,
B12,163614,0.37125,
B12,,,
B12,,,
B12,,,
C01,27307,0.089750,
C01,,,
C01,,,
C01,,,
C02,50336,0.10525,
C02,,,
C02,,,
C02,,,
C03,64249,0.11975,
C03,,,
C03,,,
C03,,,
C04,24330,0.088500,
C04,,,
C04,,,
C04,,,
C05,103057,0.18775,
C05,,,
C05,,,
C05,,,
C06,128834,0.25300,
C06,,,
C06,,,
C06,,,
C07,153968,0.33250,
C07,,,
C07,,,
C07,,,
C08,24579,0.087500,
C08,,,
C08,,,
C08,,,
C09,98916,0.19500,
C09,,,
C09,,,
C09,,,
C10,59814,0.12225,
C10,,,
C10,,,
C10,,,
C11,38796,0.11000,
C11,,,
C11,,,
C11,,,
C12,167176,0.35700,
C12,,,
C12,,,
C12,,,
D01,110844,0.21950,
D01,,,
D01,,,
D01,,,
D02,19611,0.084750,
D02,,,
D02,,,
D02,,,
D03,104521,0.20125,
D03,,,
D03,,,
D03,,,
D04,27656,0.091500,
D04,,,
D04,,,
D04,,,
D05,24588,0.091250,
D05,,,
D05,,,
D05,,,
D06,161583,0.49575,
D06,,,
D06,,,
D06,,,
D07,34294,0.10100,
D07,,,
D07,,,
D07,,,
D08,39058,0.10000,
D08,,,
D08,,,
D08,,,
D09,32880,0.099250,
