Plate information 
Plate,Repeat,Barcode,Measurement date,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,
1,1,="",12/03/2022 10:52:52 a.m.,25.9,25.9,30.4,30.5,


No background information available.


Well,MeasA:Result,
A01,13196,
A02,4894,
A03,7648,
A04,29069,
A05,7130,
A06,8819,
A07,6030,
A08,7472,
A09,7080,
A10,6350,
A11,6953,
A12,24397,
B01,24415,
B02,7379,
B03,5717,
B04,47340,
B05,6916,
B06,5170,
B07,20664,
B08,13180,
B09,4464,
B10,11634,
B11,19826,
B12,5955,
C01,39581,
C02,7225,
C03,7056,
C04,5820,
C05,9283,
C06,6388,
C07,6490,
C08,4486,
C09,6576,
C10,6911,
C11,10451,
C12,5961,
D01,7742,
D02,5402,
D03,12268,
D04,7641,
D05,6089,
D06,12764,
D07,9838,
D08,7328,
D09,11058,
D10,9189,
D11,20456,
D12,15748,
E01,11125,
E02,8870,
E03,8928,
E04,6991,
E05,12499,
E06,7694,
E07,6382,
E08,7817,
E09,6350,
E10,6456,
E11,7144,
E12,6387,
F01,7013,
F02,5904,
F03,8103,
F04,6707,
F05,10790,
F06,12428,
F07,7237,
F08,5703,
F09,3978,
F10,5542,
F11,6754,
F12,6047,
G01,65013,
G02,5630,
G03,7597,
G04,5166,
G05,14765,
G06,9281,
G07,6950,
G08,24216,
G09,7732,
G10,12298,
G11,6388,
G12,10535,
H01,9081,
H02,5969,
H03,5096,
H04,8555,
H05,6619,
H06,6359,
H07,57549,
H08,6875,
H09,7262,
H10,7775,
H11,6344,
H12,6491,

Basic assay information 
Assay ID: ,,,,1866
Assay Started: ,,,,12/03/2022 10:52:18 a.m.
Assay Finished: ,,,,12/03/2022 10:53:04 a.m.
Assay Exported: ,,,,12/03/2022 10:53:20 a.m.
Assay Started By: ,,,,N/A
Protocol ID: ,,,,100160
Protocol Name: ,,,,Mark_Pyo_colony
Serial#: ,,,,="23000214"



Protocol information
Protocol:
Protocol name,,,,Mark_Pyo_colony
Number of assay repeats,,,,1
Start assay repeat each,,,,N/A
Number of plate repeats,,,,1
Start plate repeat each,,,,N/A
Mode of measurement,,,,By Rows  bi-directional
Rotated plate,,,,No
Soft move,,,,No
Protocol notes,,,, 

Plate type:
Name of the plate type,,,,96 General
Number of rows,,,,8
Number of columns,,,,12
Number of the wells in the plate,,,,96
Height of the plate,,,,14.35 mm
Diameter of the well,,,,6.5 mm
Volume of the well,,,,300 µl

Coordinates of corners:
96 General
14.38 mm x------------------------------------------------------ x 113.38 mm
11.24 mm                                                           11.24 mm

14.38 mm x------------------------------------------------------ x 113.38 mm
74.24 mm                                                           74.24 mm

Platemap:
Plate,,,,1

,01,02,03,04,05,06,07,08,09,10,11,12,
A,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
B,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
C,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
D,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
E,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
F,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
G,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
H,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 

 - - Undefined

Calculations:
No calculations.

Auto export parameters:
Export format,,,,ListC
Picture,,,,No
Add plate number to the file name,,,,Yes
Each plate to separate file,,,,No
Field separator to use,,,,System
File name format,,,,D:\mark\2022_PAO1_colony_screen\Day3\CA-RX3-3.csv
Exported data,,,,Well MeasA:Result

Operations:
Plate 1
  Measurement
    Meas,,,,A
    Tech,,,,Fluorescence

Measurements:
Meas ,,,,A
Exc. filter,,,,N/A
Using of excitation filter,,,,Top
Excitation wavelength,,,,400 nm
Emission wavelength,,,,440 nm
Measurement height,,,,9.5 mm
Number of flashes,,,,40
Number of flashes integrated,,,,40
Flash power,,,,100 %
Excitation light,,,,100%
Reference excitation light,,,,100%
Emission light,,,,100%
Reference AD gain,,,,2
Reference signal,,,,1534646
Last edited,,,,2/03/2022 2:21:00 p.m.
Last edited by,,,,EnSpire
Factory preset,,,,No

Filters:
Monochromator cutoff 230,,,,140
Filter polarization,,,,None
Description,,,,X230co Longpass=230nm  Tmin=90%
Used with
Last edited,,,,1/01/2011
Last edited by,,,,Installation
Factory preset,,,,Yes

Monochromator cutoff 360,,,,141
Filter polarization,,,,None
Description,,,,X360co Longpass=360nm  Tmin=90%
Used with
Last edited,,,,1/01/2011
Last edited by,,,,Installation
Factory preset,,,,Yes

Monochromator cutoff 585,,,,142
Filter polarization,,,,None
Description,,,,X585co Longpass=585nm  Tmin=75%
Used with
Last edited,,,,1/01/2011
Last edited by,,,,Installation
Factory preset,,,,Yes

Instrument:
Serial number,,,,23000214
Nickname,,,,EnSpire






Exported with EnSpire Workstation version 4.10.3005.1440
