Plate information 
Plate,Repeat,Barcode,Measurement date,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,
1,1,="",12/03/2022 10:40:25 a.m.,25.6,25.6,29.8,29.9,


No background information available.


Well,MeasA:Result,
A01,7584,
A02,5940,
A03,5258,
A04,3391,
A05,6732,
A06,4506,
A07,5690,
A08,4541,
A09,5267,
A10,5334,
A11,9121,
A12,4826,
B01,7956,
B02,4454,
B03,5795,
B04,5355,
B05,4832,
B06,4492,
B07,12440,
B08,5752,
B09,8162,
B10,5600,
B11,4860,
B12,4834,
C01,7930,
C02,6122,
C03,68387,
C04,4914,
C05,6725,
C06,3774,
C07,4809,
C08,10575,
C09,4379,
C10,8564,
C11,15173,
C12,4307,
D01,6617,
D02,7047,
D03,4819,
D04,68039,
D05,2917,
D06,5894,
D07,7344,
D08,6156,
D09,5062,
D10,4205,
D11,7096,
D12,5470,
E01,8607,
E02,4814,
E03,6035,
E04,5302,
E05,5496,
E06,4009,
E07,10166,
E08,5494,
E09,5627,
E10,4924,
E11,10347,
E12,4876,
F01,4056,
F02,5813,
F03,5556,
F04,5711,
F05,9312,
F06,8187,
F07,5917,
F08,5529,
F09,4856,
F10,4221,
F11,5027,
F12,6269,
G01,6578,
G02,4571,
G03,19399,
G04,6866,
G05,5316,
G06,5444,
G07,4497,
G08,97232,
G09,4756,
G10,5038,
G11,4679,
G12,5335,
H01,6584,
H02,5149,
H03,4816,
H04,5159,
H05,5202,
H06,3263,
H07,6471,
H08,5499,
H09,6152,
H10,5159,
H11,5499,
H12,5424,

Basic assay information 
Assay ID: ,,,,1857
Assay Started: ,,,,12/03/2022 10:39:50 a.m.
Assay Finished: ,,,,12/03/2022 10:40:37 a.m.
Assay Exported: ,,,,12/03/2022 10:41:02 a.m.
Assay Started By: ,,,,N/A
Protocol ID: ,,,,100160
Protocol Name: ,,,,Mark_Pyo_colony
Serial#: ,,,,="23000214"



Protocol information
Protocol:
Protocol name,,,,Mark_Pyo_colony
Number of assay repeats,,,,1
Start assay repeat each,,,,N/A
Number of plate repeats,,,,1
Start plate repeat each,,,,N/A
Mode of measurement,,,,By Rows  bi-directional
Rotated plate,,,,No
Soft move,,,,No
Protocol notes,,,, 

Plate type:
Name of the plate type,,,,96 General
Number of rows,,,,8
Number of columns,,,,12
Number of the wells in the plate,,,,96
Height of the plate,,,,14.35 mm
Diameter of the well,,,,6.5 mm
Volume of the well,,,,300 µl

Coordinates of corners:
96 General
14.38 mm x------------------------------------------------------ x 113.38 mm
11.24 mm                                                           11.24 mm

14.38 mm x------------------------------------------------------ x 113.38 mm
74.24 mm                                                           74.24 mm

Platemap:
Plate,,,,1

,01,02,03,04,05,06,07,08,09,10,11,12,
A,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
B,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
C,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
D,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
E,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
F,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
G,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
H,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 

 - - Undefined

Calculations:
No calculations.

Auto export parameters:
Export format,,,,ListC
Picture,,,,No
Add plate number to the file name,,,,Yes
Each plate to separate file,,,,No
Field separator to use,,,,System
File name format,,,,D:\mark\2022_PAO1_colony_screen\Day3\CA-SL4-2.csv
Exported data,,,,Well MeasA:Result

Operations:
Plate 1
  Measurement
    Meas,,,,A
    Tech,,,,Fluorescence

Measurements:
Meas ,,,,A
Exc. filter,,,,N/A
Using of excitation filter,,,,Top
Excitation wavelength,,,,400 nm
Emission wavelength,,,,440 nm
Measurement height,,,,9.5 mm
Number of flashes,,,,40
Number of flashes integrated,,,,40
Flash power,,,,100 %
Excitation light,,,,100%
Reference excitation light,,,,100%
Emission light,,,,100%
Reference AD gain,,,,2
Reference signal,,,,1534646
Last edited,,,,2/03/2022 2:21:00 p.m.
Last edited by,,,,EnSpire
Factory preset,,,,No

Filters:
Monochromator cutoff 230,,,,140
Filter polarization,,,,None
Description,,,,X230co Longpass=230nm  Tmin=90%
Used with
Last edited,,,,1/01/2011
Last edited by,,,,Installation
Factory preset,,,,Yes

Monochromator cutoff 360,,,,141
Filter polarization,,,,None
Description,,,,X360co Longpass=360nm  Tmin=90%
Used with
Last edited,,,,1/01/2011
Last edited by,,,,Installation
Factory preset,,,,Yes

Monochromator cutoff 585,,,,142
Filter polarization,,,,None
Description,,,,X585co Longpass=585nm  Tmin=75%
Used with
Last edited,,,,1/01/2011
Last edited by,,,,Installation
Factory preset,,,,Yes

Instrument:
Serial number,,,,23000214
Nickname,,,,EnSpire






Exported with EnSpire Workstation version 4.10.3005.1440
