Plate information 
Plate,Repeat,Barcode,Measurement date,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,
1,1,="",31/03/2022 12:13:18 p.m.,27.15,27.15,30.6,30.8,


Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas C,0,3453,40,00:00:00.000,De=1st Ex=Btm Em=N/A,



Well,MeasA:Result,Calc1:Average within well,
A01,182324,0.43650,
A01,,,
A01,,,
A01,,,
A02,55081,0.12125,
A02,,,
A02,,,
A02,,,
A03,63637,0.13575,
A03,,,
A03,,,
A03,,,
A04,58407,0.13000,
A04,,,
A04,,,
A04,,,
A05,124494,0.24200,
A05,,,
A05,,,
A05,,,
A06,21098,0.096000,
A06,,,
A06,,,
A06,,,
A07,17341,0.094500,
A07,,,
A07,,,
A07,,,
A08,32328,0.10825,
A08,,,
A08,,,
A08,,,
A09,32996,0.10275,
A09,,,
A09,,,
A09,,,
A10,55015,0.12725,
A10,,,
A10,,,
A10,,,
A11,124784,0.25850,
A11,,,
A11,,,
A11,,,
A12,16946,0.11050,
A12,,,
A12,,,
A12,,,
B01,86092,0.15625,
B01,,,
B01,,,
B01,,,
B02,155292,0.29675,
B02,,,
B02,,,
B02,,,
B03,50834,0.11250,
B03,,,
B03,,,
B03,,,
B04,124792,0.23000,
B04,,,
B04,,,
B04,,,
B05,120235,0.22775,
B05,,,
B05,,,
B05,,,
B06,38749,0.10425,
B06,,,
B06,,,
B06,,,
B07,20123,0.092250,
B07,,,
B07,,,
B07,,,
B08,127126,0.24375,
B08,,,
B08,,,
B08,,,
B09,9735,0.089750,
B09,,,
B09,,,
B09,,,
B10,16352,0.095500,
B10,,,
B10,,,
B10,,,
B11,51741,0.12825,
B11,,,
B11,,,
B11,,,
B12,80031,0.15475,
B12,,,
B12,,,
B12,,,
C01,27022,0.10050,
C01,,,
C01,,,
C01,,,
C02,36391,0.12275,
C02,,,
C02,,,
C02,,,
C03,43926,0.12325,
C03,,,
C03,,,
C03,,,
C04,70326,0.16275,
C04,,,
C04,,,
C04,,,
C05,12767,0.090250,
C05,,,
C05,,,
C05,,,
C06,45296,0.11550,
C06,,,
C06,,,
C06,,,
C07,133963,0.25625,
C07,,,
C07,,,
C07,,,
C08,39784,0.10900,
C08,,,
C08,,,
C08,,,
C09,104110,0.19425,
