Plate information 
Plate,Repeat,Barcode,Measurement date,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,
1,1,="",31/03/2022 12:07:11 p.m.,27.15,27.15,30.4,30.6,


Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas C,0,3465,40,00:00:00.000,De=1st Ex=Btm Em=N/A,



Well,MeasA:Result,Calc1:Average within well,
A01,29251,0.10475,
A01,,,
A01,,,
A01,,,
A02,76088,0.17350,
A02,,,
A02,,,
A02,,,
A03,183839,0.46950,
A03,,,
A03,,,
A03,,,
A04,143213,0.30250,
A04,,,
A04,,,
A04,,,
A05,75873,0.16100,
A05,,,
A05,,,
A05,,,
A06,183161,0.50200,
A06,,,
A06,,,
A06,,,
A07,44323,0.12100,
A07,,,
A07,,,
A07,,,
A08,37086,0.10900,
A08,,,
A08,,,
A08,,,
A09,181506,0.49500,
A09,,,
A09,,,
A09,,,
A10,125493,0.25275,
A10,,,
A10,,,
A10,,,
A11,160235,0.35425,
A11,,,
A11,,,
A11,,,
A12,88954,0.17950,
A12,,,
A12,,,
A12,,,
B01,22630,0.098500,
B01,,,
B01,,,
B01,,,
B02,34213,0.10025,
B02,,,
B02,,,
B02,,,
B03,52399,0.12525,
B03,,,
B03,,,
B03,,,
B04,157578,0.34400,
B04,,,
B04,,,
B04,,,
B05,129491,0.26150,
B05,,,
B05,,,
B05,,,
B06,30717,0.10050,
B06,,,
B06,,,
B06,,,
B07,116870,0.21850,
B07,,,
B07,,,
B07,,,
B08,131294,0.25900,
B08,,,
B08,,,
B08,,,
B09,141112,0.29475,
B09,,,
B09,,,
B09,,,
B10,169239,0.39000,
B10,,,
B10,,,
B10,,,
B11,161481,0.35800,
B11,,,
B11,,,
B11,,,
B12,165703,0.37725,
B12,,,
B12,,,
B12,,,
C01,31501,0.10225,
C01,,,
C01,,,
C01,,,
C02,55319,0.11800,
C02,,,
C02,,,
C02,,,
C03,75257,0.15000,
C03,,,
C03,,,
C03,,,
C04,29311,0.10125,
C04,,,
C04,,,
C04,,,
C05,129995,0.24950,
C05,,,
C05,,,
C05,,,
C06,137240,0.28500,
C06,,,
C06,,,
C06,,,
C07,163257,0.39575,
C07,,,
C07,,,
C07,,,
C08,31020,0.099000,
C08,,,
C08,,,
C08,,,
C09,116239,0.26150,
C09,,,
