Plate information 
Plate,Repeat,Barcode,Measurement date,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,
1,1,="",31/03/2022 12:03:00 p.m.,27.25,27.2,30.3,30.5,


Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas C,0,3230,40,00:00:00.000,De=1st Ex=Btm Em=N/A,



Well,MeasA:Result,Calc1:Average within well,
A01,180457,0.46950,
A01,,,
A01,,,
A01,,,
A02,181016,0.45925,
A02,,,
A02,,,
A02,,,
A03,167332,0.40150,
A03,,,
A03,,,
A03,,,
A04,42897,0.12050,
A04,,,
A04,,,
A04,,,
A05,17834,0.089250,
A05,,,
A05,,,
A05,,,
A06,30107,0.10175,
A06,,,
A06,,,
A06,,,
A07,48984,0.11700,
A07,,,
A07,,,
A07,,,
A08,179709,0.46475,
A08,,,
A08,,,
A08,,,
A09,137927,0.28625,
A09,,,
A09,,,
A09,,,
A10,23598,0.091750,
A10,,,
A10,,,
A10,,,
A11,168172,0.43300,
A11,,,
A11,,,
A11,,,
A12,172978,0.43050,
A12,,,
A12,,,
A12,,,
B01,148111,0.34450,
B01,,,
B01,,,
B01,,,
B02,161143,0.37525,
B02,,,
B02,,,
B02,,,
B03,24648,0.095500,
B03,,,
B03,,,
B03,,,
B04,143948,0.32150,
B04,,,
B04,,,
B04,,,
B05,153130,0.36075,
B05,,,
B05,,,
B05,,,
B06,126416,0.25850,
B06,,,
B06,,,
B06,,,
B07,20552,0.084500,
B07,,,
B07,,,
B07,,,
B08,149147,0.32950,
B08,,,
B08,,,
B08,,,
B09,152736,0.34750,
B09,,,
B09,,,
B09,,,
B10,152415,0.34075,
B10,,,
B10,,,
B10,,,
B11,111761,0.20375,
B11,,,
B11,,,
B11,,,
B12,157287,0.36825,
B12,,,
B12,,,
B12,,,
C01,50031,0.11600,
C01,,,
C01,,,
C01,,,
C02,45160,0.098500,
C02,,,
C02,,,
C02,,,
C03,155178,0.35350,
C03,,,
C03,,,
C03,,,
C04,152409,0.36150,
C04,,,
C04,,,
C04,,,
C05,148301,0.33800,
C05,,,
C05,,,
C05,,,
C06,12274,0.081250,
C06,,,
C06,,,
C06,,,
C07,148281,0.33725,
C07,,,
C07,,,
C07,,,
C08,58020,0.11100,
C08,,,
C08,,,
C08,,,
C09,46405,0.098500,
C09,,,
C09,,,
C09,,,
C10,62299,0.12225,
C10,,,
C10,,,
C10,,,
C11,139876,0.32425,
C11,,,
C11,,,
C11,,,
C12,81046,0.14400,
C12,,,
C12,,,
C12,,,
D01,61451,0.13125,
D01,,,
D01,,,
D01,,,
D02,104754,0.18975,
D02,,,
D02,,,
D02,,,
D03,12907,0.090000,
D03,,,
D03,,,
D03,,,
D04,154260,0.37200,
D04,,,
D04,,,
D04,,,
D05,48863,0.10825,
D05,,,
D05,,,
D05,,,
D06,101950,0.19650,
D06,,,
D06,,,
D06,,,
D07,152237,0.36950,
D07,,,
D07,,,
D07,,,
D08,91328,0.17725,
D08,,,
D08,,,
D08,,,
D09,129855,0.27725,
D09,,,
D09,,,
D09,,,
D10,154830,0.37275,
D10,,,
D10,,,
D10,,,
D11,141714,0.31200,
D11,,,
D11,,,
D11,,,
D12,151080,0.35000,
D12,,,
D12,,,
D12,,,
E01,91054,0.17375,
E01,,,
E01,,,
E01,,,
E02,36679,0.10075,
E02,,,
E02,,,
E02,,,
E03,92950,0.17525,
E03,,,
E03,,,
E03,,,
E04,154669,0.39275,
E04,,,
E04,,,
E04,,,
E05,150495,0.37450,
E05,,,
E05,,,
E05,,,
E06,29102,0.093000,
E06,,,
E06,,,
E06,,,
E07,30420,0.095750,
E07,,,
E07,,,
E07,,,
E08,139922,0.31025,
E08,,,
E08,,,
E08,,,
E09,122189,0.25150,
E09,,,
E09,,,
E09,,,
E10,17535,0.088250,
E10,,,
E10,,,
E10,,,
E11,114525,0.23050,
E11,,,
E11,,,
E11,,,
E12,42929,0.10975,
E12,,,
E12,,,
E12,,,
F01,71715,0.15825,
F01,,,
F01,,,
F01,,,
F02,10572,0.080250,
F02,,,
F02,,,
F02,,,
F03,35319,0.10025,
F03,,,
F03,,,
F03,,,
F04,39211,0.10750,
F04,,,
F04,,,
F04,,,
F05,39369,0.098750,
F05,,,
F05,,,
F05,,,
F06,36865,0.11925,
F06,,,
F06,,,
F06,,,
F07,97349,0.19425,
F07,,,
F07,,,
F07,,,
F08,31387,0.10625,
F08,,,
F08,,,
F08,,,
F09,52595,0.12400,
F09,,,
F09,,,
F09,,,
F10,14169,0.086000,
F10,,,
F10,,,
F10,,,
F11,18250,0.092750,
F11,,,
F11,,,
F11,,,
F12,47706,0.12000,
F12,,,
F12,,,
F12,,,
G01,67523,0.14100,
G01,,,
G01,,,
G01,,,
G02,25378,0.087250,
G02,,,
G02,,,
G02,,,
G03,27776,0.092500,
G03,,,
G03,,,
G03,,,
G04,67129,0.13050,
G04,,,
G04,,,
G04,,,
G05,100708,0.20150,
G05,,,
G05,,,
