Plate information 
Plate,Repeat,Barcode,Measurement date,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,
1,1,="",17/03/2022 1:17:02 p.m.,25.8,25.85,30.4,30.6,


Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas C,0,3508,40,00:00:00.000,De=1st Ex=Btm Em=N/A,



Well,MeasA:Result,Calc1:Average within well,
A01,26069,0.14475,
A01,,,
A01,,,
A01,,,
A02,13014,0.12825,
A02,,,
A02,,,
A02,,,
A03,69341,0.16900,
A03,,,
A03,,,
A03,,,
A04,13012,0.12625,
A04,,,
A04,,,
A04,,,
A05,194966,0.49575,
A05,,,
A05,,,
A05,,,
A06,55144,0.15100,
A06,,,
A06,,,
A06,,,
A07,12886,0.12600,
A07,,,
A07,,,
A07,,,
A08,133346,0.28025,
A08,,,
A08,,,
A08,,,
A09,12656,0.12200,
A09,,,
A09,,,
A09,,,
A10,190348,0.46600,
A10,,,
A10,,,
A10,,,
A11,104851,0.23625,
A11,,,
A11,,,
A11,,,
A12,15119,0.13800,
A12,,,
A12,,,
A12,,,
B01,193335,0.47250,
B01,,,
B01,,,
B01,,,
B02,193519,0.48075,
B02,,,
B02,,,
B02,,,
B03,194797,0.48200,
B03,,,
B03,,,
B03,,,
B04,15733,0.12600,
B04,,,
B04,,,
B04,,,
B05,14959,0.11625,
B05,,,
B05,,,
B05,,,
B06,104152,0.20550,
B06,,,
B06,,,
B06,,,
B07,179332,0.41150,
B07,,,
B07,,,
B07,,,
B08,597,0.083500,
B08,,,
B08,,,
B08,,,
B09,14601,0.13925,
B09,,,
B09,,,
B09,,,
B10,58290,0.16625,
B10,,,
B10,,,
B10,,,
B11,102028,0.20300,
B11,,,
B11,,,
B11,,,
B12,13481,0.12350,
B12,,,
B12,,,
B12,,,
C01,215899,0.61875,
C01,,,
C01,,,
C01,,,
C02,182985,0.44925,
C02,,,
C02,,,
C02,,,
C03,67936,0.15975,
C03,,,
C03,,,
C03,,,
C04,27448,0.15300,
C04,,,
C04,,,
C04,,,
C05,39165,0.13600,
C05,,,
C05,,,
C05,,,
C06,39949,0.13525,
C06,,,
C06,,,
C06,,,
C07,47458,0.14375,
C07,,,
C07,,,
C07,,,
C08,188705,0.48425,
C08,,,
C08,,,
C08,,,
C09,126196,0.27300,
C09,,,
C09,,,
C09,,,
C10,35053,0.14725,
C10,,,
C10,,,
C10,,,
C11,198423,0.75100,
C11,,,
C11,,,
C11,,,
C12,48234,0.18250,
C12,,,
C12,,,
C12,,,
D01,121818,0.26600,
D01,,,
D01,,,
D01,,,
D02,13458,0.12200,
D02,,,
D02,,,
D02,,,
D03,12348,0.11900,
D03,,,
D03,,,
D03,,,
D04,39962,0.16775,
