Plate information 
Plate,Repeat,Barcode,Measurement date,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,
1,1,="",17/03/2022 1:47:43 p.m.,26.05,26.1,30.8,30.9,


Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas C,0,3489,40,00:00:00.000,De=1st Ex=Btm Em=N/A,



Well,MeasA:Result,Calc1:Average within well,
A01,155149,0.33100,
A01,,,
A01,,,
A01,,,
A02,14849,0.094000,
A02,,,
A02,,,
A02,,,
A03,16310,0.095500,
A03,,,
A03,,,
A03,,,
A04,191335,0.48325,
A04,,,
A04,,,
A04,,,
A05,7787,0.086250,
A05,,,
A05,,,
A05,,,
A06,86062,0.16300,
A06,,,
A06,,,
A06,,,
A07,48914,0.11750,
A07,,,
A07,,,
A07,,,
A08,9589,0.087000,
A08,,,
A08,,,
A08,,,
A09,29155,0.097750,
A09,,,
A09,,,
A09,,,
A10,7886,0.085250,
A10,,,
A10,,,
A10,,,
A11,7439,0.095500,
A11,,,
A11,,,
A11,,,
A12,10359,0.095250,
A12,,,
A12,,,
A12,,,
B01,13024,0.10300,
B01,,,
B01,,,
B01,,,
B02,90001,0.15675,
B02,,,
B02,,,
B02,,,
B03,7372,0.085250,
B03,,,
B03,,,
B03,,,
B04,13127,0.084750,
B04,,,
B04,,,
B04,,,
B05,6093,0.083750,
B05,,,
B05,,,
B05,,,
B06,8963,0.083750,
B06,,,
B06,,,
B06,,,
B07,27787,0.10100,
B07,,,
B07,,,
B07,,,
B08,6479,0.087250,
B08,,,
B08,,,
B08,,,
B09,7925,0.084000,
B09,,,
B09,,,
B09,,,
B10,72593,0.20100,
B10,,,
B10,,,
B10,,,
B11,159675,0.32825,
B11,,,
B11,,,
B11,,,
B12,104825,0.18725,
B12,,,
B12,,,
B12,,,
C01,146797,0.28775,
C01,,,
C01,,,
C01,,,
C02,5734,0.088500,
C02,,,
C02,,,
C02,,,
C03,4874,0.085750,
C03,,,
C03,,,
C03,,,
C04,7615,0.082750,
C04,,,
C04,,,
C04,,,
C05,7895,0.087500,
C05,,,
C05,,,
C05,,,
C06,6289,0.081500,
C06,,,
C06,,,
C06,,,
C07,11962,0.097250,
C07,,,
C07,,,
C07,,,
C08,139417,0.26575,
C08,,,
C08,,,
C08,,,
C09,83506,0.15225,
C09,,,
C09,,,
C09,,,
C10,8504,0.085000,
C10,,,
C10,,,
C10,,,
C11,165577,0.36475,
C11,,,
C11,,,
C11,,,
C12,155814,0.30625,
C12,,,
C12,,,
C12,,,
D01,51813,0.12175,
D01,,,
D01,,,
D01,,,
D02,94595,0.17050,
D02,,,
D02,,,
D02,,,
D03,45257,0.11150,
D03,,,
D03,,,
D03,,,
D04,10372,0.086750,
D04,,,
D04,,,
D04,,,
D05,122439,0.22350,
D05,,,
D05,,,
D05,,,
D06,7776,0.085000,
D06,,,
D06,,,
D06,,,
D07,137443,0.26850,
D07,,,
D07,,,
D07,,,
D08,14238,0.090000,
D08,,,
D08,,,
D08,,,
D09,8633,0.086500,
D09,,,
D09,,,
D09,,,
D10,8527,0.091500,
D10,,,
D10,,,
D10,,,
D11,136106,0.27300,
D11,,,
D11,,,
D11,,,
D12,189790,0.42400,
D12,,,
D12,,,
D12,,,
E01,162240,0.52225,
E01,,,
