Plate information 
Plate,Repeat,Barcode,Measurement date,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,
1,1,="",17/03/2022 1:24:54 p.m.,25.85,25.9,30.7,30.8,


Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas C,0,3227,40,00:00:00.000,De=1st Ex=Btm Em=N/A,



Well,MeasA:Result,Calc1:Average within well,
A01,58344,0.13700,
A01,,,
A01,,,
A01,,,
A02,103219,0.21300,
A02,,,
A02,,,
A02,,,
A03,13080,0.099500,
A03,,,
A03,,,
A03,,,
A04,84422,0.16575,
A04,,,
A04,,,
A04,,,
A05,23126,0.10925,
A05,,,
A05,,,
A05,,,
A06,24846,0.10075,
A06,,,
A06,,,
A06,,,
A07,20677,0.11500,
A07,,,
A07,,,
A07,,,
A08,147796,0.30925,
A08,,,
A08,,,
A08,,,
A09,43251,0.12625,
A09,,,
A09,,,
A09,,,
A10,104671,0.20450,
A10,,,
A10,,,
A10,,,
A11,122124,0.25350,
A11,,,
A11,,,
A11,,,
A12,37247,0.12950,
A12,,,
A12,,,
A12,,,
B01,177244,0.66925,
B01,,,
B01,,,
B01,,,
B02,9657,0.087750,
B02,,,
B02,,,
B02,,,
B03,20665,0.088250,
B03,,,
B03,,,
B03,,,
B04,118679,0.23100,
B04,,,
B04,,,
B04,,,
B05,11576,0.087750,
B05,,,
B05,,,
B05,,,
B06,79982,0.15175,
B06,,,
B06,,,
B06,,,
B07,9218,0.085500,
B07,,,
B07,,,
B07,,,
B08,9772,0.086250,
B08,,,
B08,,,
B08,,,
B09,19979,0.12225,
B09,,,
B09,,,
B09,,,
B10,20349,0.11075,
B10,,,
B10,,,
B10,,,
B11,19972,0.11325,
B11,,,
B11,,,
B11,,,
B12,13046,0.10450,
B12,,,
B12,,,
B12,,,
C01,21858,0.11850,
C01,,,
C01,,,
C01,,,
C02,21495,0.10975,
C02,,,
C02,,,
C02,,,
C03,20449,0.099750,
C03,,,
C03,,,
C03,,,
C04,29440,0.11600,
C04,,,
