Plate information 
Plate,Repeat,Barcode,Measurement date,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,
1,1,="",23/03/2022 1:05:15 p.m.,27.35,27.45,31.4,31.5,


Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas C,0,3018,40,00:00:00.000,De=1st Ex=Btm Em=N/A,



Well,MeasA:Result,Calc1:Average within well,
A01,50308,0.17375,
A01,,,
A01,,,
A01,,,
A02,142094,0.32675,
A02,,,
A02,,,
A02,,,
A03,8546,0.090000,
A03,,,
A03,,,
A03,,,
A04,188841,0.58600,
A04,,,
A04,,,
A04,,,
A05,50060,0.16450,
A05,,,
A05,,,
A05,,,
A06,6885,0.088000,
A06,,,
A06,,,
A06,,,
A07,10326,0.11000,
A07,,,
A07,,,
A07,,,
A08,11897,0.10575,
A08,,,
A08,,,
A08,,,
A09,13004,0.10600,
A09,,,
A09,,,
A09,,,
A10,23440,0.11000,
A10,,,
A10,,,
A10,,,
A11,31054,0.13375,
A11,,,
A11,,,
A11,,,
A12,38711,0.20500,
A12,,,
A12,,,
A12,,,
B01,14609,0.099500,
B01,,,
B01,,,
B01,,,
B02,4714,0.083250,
B02,,,
B02,,,
B02,,,
B03,5380,0.079000,
B03,,,
B03,,,
B03,,,
B04,5641,0.080500,
B04,,,
B04,,,
B04,,,
B05,5789,0.079250,
B05,,,
B05,,,
B05,,,
B06,5137,0.076750,
B06,,,
B06,,,
B06,,,
B07,6809,0.083250,
B07,,,
B07,,,
B07,,,
B08,13601,0.084500,
B08,,,
B08,,,
B08,,,
B09,14804,0.085000,
B09,,,
B09,,,
B09,,,
B10,11704,0.082750,
B10,,,
B10,,,
B10,,,
B11,16583,0.093000,
B11,,,
B11,,,
B11,,,
B12,19562,0.10300,
B12,,,
B12,,,
B12,,,
C01,7564,0.11000,
C01,,,
C01,,,
C01,,,
C02,20815,0.11000,
C02,,,
C02,,,
C02,,,
C03,9004,0.094750,
C03,,,
C03,,,
C03,,,
C04,7845,0.081750,
C04,,,
C04,,,
C04,,,
C05,11743,0.094500,
C05,,,
C05,,,
C05,,,
C06,11864,0.087500,
C06,,,
C06,,,
C06,,,
C07,7122,0.082750,
C07,,,
C07,,,
C07,,,
C08,10766,0.087250,
C08,,,
C08,,,
C08,,,
C09,15984,0.094000,
C09,,,
C09,,,
C09,,,
C10,8516,0.083750,
C10,,,
C10,,,
C10,,,
C11,411,0.058000,
C11,,,
C11,,,
C11,,,
C12,12589,0.10050,
C12,,,
C12,,,
C12,,,
D01,183396,0.64400,
D01,,,
D01,,,
D01,,,
D02,993,0.078250,
D02,,,
D02,,,
D02,,,
D03,192504,0.72850,
D03,,,
D03,,,
D03,,,
D04,1134,0.081000,
D04,,,
D04,,,
D04,,,
D05,198411,0.82175,
D05,,,
D05,,,
D05,,,
D06,35768,0.11125,
D06,,,
D06,,,
D06,,,
D07,133,0.065500,
D07,,,
D07,,,
D07,,,
D08,150,0.051750,
D08,,,
D08,,,
D08,,,
D09,98,0.063250,
D09,,,
D09,,,
D09,,,
D10,161,0.058750,
D10,,,
D10,,,
D10,,,
D11,150,0.061000,
D11,,,
D11,,,
D11,,,
D12,123,0.057000,
D12,,,
D12,,,
D12,,,
E01,145,0.058250,
E01,,,
E01,,,
E01,,,
E02,140,0.064250,
E02,,,
E02,,,
E02,,,
E03,99,0.054750,
E03,,,
E03,,,
E03,,,
E04,120,0.045750,
E04,,,
E04,,,
E04,,,
E05,126,0.047500,
E05,,,
E05,,,
E05,,,
E06,149,0.048000,
E06,,,
E06,,,
E06,,,
E07,125,0.061500,
E07,,,
E07,,,
E07,,,
E08,96,0.083000,
E08,,,
E08,,,
E08,,,
E09,125,0.056750,
E09,,,
E09,,,
E09,,,
E10,145,0.061000,
E10,,,
E10,,,
E10,,,
E11,134,0.063500,
E11,,,
E11,,,
E11,,,
E12,85,0.073500,
E12,,,
E12,,,
E12,,,
F01,124,0.055750,
F01,,,
F01,,,
F01,,,
F02,106,0.053000,
F02,,,
F02,,,
F02,,,
F03,104,0.052750,
F03,,,
F03,,,
F03,,,
F04,99,0.052500,
F04,,,
F04,,,
F04,,,
F05,95,0.053500,
F05,,,
F05,,,
F05,,,
F06,142,0.042250,
F06,,,
F06,,,
F06,,,
F07,116,0.052250,
F07,,,
F07,,,
F07,,,
F08,81,0.053500,
F08,,,
F08,,,
F08,,,
F09,103,0.054750,
F09,,,
F09,,,
F09,,,
F10,118,0.054250,
F10,,,
F10,,,
F10,,,
F11,98,0.053000,
F11,,,
F11,,,
F11,,,
F12,111,0.052250,
F12,,,
F12,,,
F12,,,
G01,114,0.052000,
G01,,,
G01,,,
G01,,,
G02,108,0.055000,
G02,,,
G02,,,
G02,,,
G03,99,0.053750,
G03,,,
G03,,,
G03,,,
G04,91,0.052250,
G04,,,
G04,,,
G04,,,
G05,101,0.053500,
G05,,,
G05,,,
G05,,,
G06,112,0.053000,
G06,,,
G06,,,
G06,,,
G07,109,0.052500,
G07,,,
G07,,,
G07,,,
G08,101,0.052500,
G08,,,
G08,,,
G08,,,
G09,105,0.053250,
G09,,,
G09,,,
G09,,,
G10,77,0.052750,
G10,,,
G10,,,
G10,,,
G11,131,0.052500,
G11,,,
G11,,,
G11,,,
G12,85,0.054000,
G12,,,
G12,,,
G12,,,
H01,101,0.055500,
H01,,,
H01,,,
H01,,,
H02,67,0.051750,
H02,,,
H02,,,
H02,,,
H03,126,0.052750,
H03,,,
H03,,,
H03,,,
H04,115,0.051750,
H04,,,
H04,,,
H04,,,
H05,101,0.054250,
H05,,,
H05,,,
H05,,,
H06,101,0.052500,
H06,,,
H06,,,
H06,,,
H07,111,0.051250,
H07,,,
H07,,,
H07,,,
H08,138,0.052000,
H08,,,
H08,,,
H08,,,
H09,155,0.052000,
H09,,,
H09,,,
H09,,,
H10,108,0.053000,
H10,,,
H10,,,
H10,,,
H11,109,0.050750,
H11,,,
H11,,,
H11,,,
H12,101,0.053000,
H12,,,
H12,,,
H12,,,

Basic assay information 
Assay ID: ,,,,1930
Assay Started: ,,,,23/03/2022 1:03:02 p.m.
Assay Finished: ,,,,23/03/2022 1:05:26 p.m.
Assay Exported: ,,,,23/03/2022 1:06:01 p.m.
Assay Started By: ,,,,N/A
Protocol ID: ,,,,100161
Protocol Name: ,,,,Mark_Pyo_AbsEm
Serial#: ,,,,="23000214"



Protocol information
Protocol:
Protocol name,,,,Mark_Pyo_AbsEm
Number of assay repeats,,,,1
Start assay repeat each,,,,N/A
Number of plate repeats,,,,1
Start plate repeat each,,,,N/A
Mode of measurement,,,,By Rows  bi-directional
Rotated plate,,,,No
Soft move,,,,No
Protocol notes,,,, 

Plate type:
Name of the plate type,,,,96 General
Number of rows,,,,8
Number of columns,,,,12
Number of the wells in the plate,,,,96
Height of the plate,,,,14.35 mm
Diameter of the well,,,,6.5 mm
Volume of the well,,,,300 µl

Coordinates of corners:
96 General
14.38 mm x------------------------------------------------------ x 113.38 mm
11.24 mm                                                           11.24 mm

14.38 mm x------------------------------------------------------ x 113.38 mm
74.24 mm                                                           74.24 mm

Platemap:
Plate,,,,1

,01,02,03,04,05,06,07,08,09,10,11,12,
A,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
B,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
C,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
D,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
E,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
F,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
G,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
H,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 

 - - Undefined

Calculations:
Plate,,,,1
 Formula index,,,,Calc 1
 Formula name,,,,Average within well
 Formula,,,,Average within well where Measurement: C

Auto export parameters:
Export format,,,,ListC
Picture,,,,No
Add plate number to the file name,,,,Yes
Each plate to separate file,,,,No
Field separator to use,,,,System
File name format,,,,D:\mark\2022_AbsEM\Day4\D2_P5_R1.csv
Exported data,,,,Well MeasA:Result Calc1:Average within well

Operations:
Plate 1
  Shake
    Duration,,,,3 s
    Speed,,,,60
    Diameter,,,,3 mm
    Shake mode,,,,Linear
    Plate location,,,,Inside
    First assay/plate repeat affected,,,,1
    Last assay/plate repeat affected,,,,1
  Measurement
    Meas,,,,A
    Tech,,,,Fluorescence
  Scan measurement
