Plate information 
Plate,Repeat,Barcode,Measurement date,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,
1,1,="",23/03/2022 1:08:17 p.m.,27.45,27.45,31.5,31.6,


Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas C,0,3023,40,00:00:00.000,De=1st Ex=Btm Em=N/A,



Well,MeasA:Result,Calc1:Average within well,
A01,27342,0.11150,
A01,,,
A01,,,
A01,,,
A02,30459,0.11500,
A02,,,
A02,,,
A02,,,
A03,185246,0.47650,
A03,,,
A03,,,
A03,,,
A04,35718,0.10575,
A04,,,
A04,,,
A04,,,
A05,141511,0.28150,
A05,,,
A05,,,
A05,,,
A06,27823,0.098250,
A06,,,
A06,,,
A06,,,
A07,17808,0.094750,
A07,,,
A07,,,
A07,,,
A08,30878,0.10600,
A08,,,
A08,,,
A08,,,
A09,12456,0.088500,
A09,,,
A09,,,
A09,,,
A10,164276,0.34625,
A10,,,
A10,,,
A10,,,
A11,177172,0.66300,
A11,,,
A11,,,
A11,,,
A12,16055,0.095750,
A12,,,
A12,,,
A12,,,
B01,15380,0.083250,
B01,,,
B01,,,
B01,,,
B02,32475,0.092750,
B02,,,
B02,,,
B02,,,
B03,162811,0.34300,
B03,,,
B03,,,
B03,,,
B04,50982,0.11500,
B04,,,
B04,,,
B04,,,
B05,31581,0.10000,
B05,,,
B05,,,
B05,,,
B06,23404,0.10575,
B06,,,
B06,,,
B06,,,
B07,30334,0.10150,
B07,,,
B07,,,
B07,,,
B08,28108,0.098500,
B08,,,
B08,,,
B08,,,
B09,123588,0.23225,
B09,,,
B09,,,
B09,,,
B10,9441,0.094500,
B10,,,
B10,,,
B10,,,
B11,16336,0.094250,
B11,,,
B11,,,
B11,,,
B12,23029,0.10250,
B12,,,
B12,,,
B12,,,
C01,53256,0.12275,
C01,,,
C01,,,
C01,,,
C02,16385,0.090500,
C02,,,
C02,,,
C02,,,
C03,18881,0.098000,
C03,,,
C03,,,
C03,,,
C04,34764,0.10750,
C04,,,
C04,,,
C04,,,
C05,117096,0.22975,
C05,,,
C05,,,
C05,,,
C06,166339,0.39500,
C06,,,
C06,,,
C06,,,
C07,171887,0.40425,
C07,,,
C07,,,
C07,,,
C08,26949,0.093000,
C08,,,
C08,,,
C08,,,
C09,170573,0.41300,
C09,,,
C09,,,
C09,,,
C10,171735,0.38900,
C10,,,
C10,,,
C10,,,
C11,169108,0.39475,
C11,,,
C11,,,
C11,,,
C12,27289,0.097500,
C12,,,
C12,,,
C12,,,
D01,28048,0.088750,
D01,,,
D01,,,
D01,,,
D02,12669,0.086500,
D02,,,
D02,,,
D02,,,
D03,113479,0.20800,
D03,,,
D03,,,
D03,,,
D04,67630,0.14825,
D04,,,
D04,,,
D04,,,
D05,188409,0.47475,
D05,,,
D05,,,
D05,,,
D06,195142,0.50000,
D06,,,
D06,,,
D06,,,
D07,186439,0.45525,
D07,,,
D07,,,
D07,,,
D08,181574,0.43275,
D08,,,
D08,,,
D08,,,
D09,162370,0.35050,
D09,,,
D09,,,
D09,,,
D10,12494,0.087750,
D10,,,
D10,,,
D10,,,
D11,64429,0.12550,
D11,,,
D11,,,
D11,,,
