Plate information 
Plate,Repeat,Barcode,Measurement date,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,
1,1,="",23/03/2022 1:02:23 p.m.,27.35,27.35,31.2,31.5,


Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas C,0,3015,40,00:00:00.000,De=1st Ex=Btm Em=N/A,



Well,MeasA:Result,Calc1:Average within well,
A01,187520,0.77475,
A01,,,
A01,,,
A01,,,
A02,16146,0.092000,
A02,,,
A02,,,
A02,,,
A03,72199,0.14400,
A03,,,
A03,,,
A03,,,
A04,170786,0.59900,
A04,,,
A04,,,
A04,,,
A05,105982,0.20675,
A05,,,
A05,,,
A05,,,
A06,17420,0.093250,
A06,,,
A06,,,
A06,,,
A07,16169,0.091250,
A07,,,
A07,,,
A07,,,
A08,16224,0.089000,
A08,,,
A08,,,
A08,,,
A09,43721,0.11075,
A09,,,
A09,,,
A09,,,
A10,18841,0.11150,
A10,,,
A10,,,
A10,,,
A11,32146,0.13750,
A11,,,
A11,,,
A11,,,
A12,108013,0.23175,
A12,,,
A12,,,
A12,,,
B01,23014,0.096750,
B01,,,
B01,,,
B01,,,
B02,49108,0.11125,
B02,,,
B02,,,
B02,,,
B03,13430,0.088750,
B03,,,
B03,,,
B03,,,
B04,37209,0.10125,
B04,,,
B04,,,
B04,,,
B05,147426,0.30850,
B05,,,
B05,,,
B05,,,
B06,69946,0.14125,
B06,,,
B06,,,
B06,,,
B07,10077,0.084250,
B07,,,
B07,,,
B07,,,
B08,9839,0.082500,
B08,,,
B08,,,
B08,,,
B09,38695,0.10225,
B09,,,
B09,,,
B09,,,
B10,95104,0.19550,
B10,,,
B10,,,
B10,,,
B11,151533,0.36825,
B11,,,
B11,,,
B11,,,
B12,224751,1.0105,
B12,,,
B12,,,
B12,,,
C01,10262,0.091000,
C01,,,
C01,,,
C01,,,
C02,152900,0.52375,
C02,,,
C02,,,
C02,,,
C03,39084,0.11475,
C03,,,
C03,,,
C03,,,
C04,10056,0.083500,
C04,,,
C04,,,
C04,,,
C05,214250,0.72400,
C05,,,
C05,,,
C05,,,
C06,80227,0.14825,
C06,,,
C06,,,
C06,,,
C07,63184,0.12350,
C07,,,
C07,,,
C07,,,
C08,101077,0.18475,
C08,,,
C08,,,
C08,,,
C09,16359,0.082500,
C09,,,
C09,,,
C09,,,
C10,72445,0.13450,
C10,,,
C10,,,
C10,,,
C11,45809,0.15675,
C11,,,
C11,,,
C11,,,
C12,40919,0.12425,
C12,,,
C12,,,
C12,,,
D01,14416,0.096750,
D01,,,
D01,,,
D01,,,
D02,82323,0.14700,
D02,,,
D02,,,
D02,,,
D03,9466,0.084000,
D03,,,
D03,,,
D03,,,
D04,13545,0.091000,
D04,,,
D04,,,
D04,,,
D05,84758,0.15450,
D05,,,
D05,,,
D05,,,
D06,29236,0.093750,
D06,,,
D06,,,
D06,,,
D07,120582,0.24025,
D07,,,
D07,,,
D07,,,
D08,31817,0.11500,
D08,,,
D08,,,
D08,,,
D09,24819,0.095250,
D09,,,
D09,,,
D09,,,
D10,92274,0.17625,
D10,,,
D10,,,
D10,,,
D11,84555,0.16375,
D11,,,
D11,,,
D11,,,
D12,76919,0.17900,
D12,,,
D12,,,
D12,,,
E01,33927,0.10625,
E01,,,
E01,,,
E01,,,
E02,141866,0.29600,
E02,,,
E02,,,
E02,,,
E03,27329,0.11150,
E03,,,
E03,,,
E03,,,
E04,25699,0.11050,
E04,,,
E04,,,
E04,,,
E05,15271,0.087750,
E05,,,
E05,,,
E05,,,
E06,46738,0.14625,
E06,,,
E06,,,
