Plate information 
Plate,Repeat,Barcode,Measurement date,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,
1,1,="",23/03/2022 1:19:18 p.m.,27.5,27.55,31.8,31.9,


Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas C,0,3183,40,00:00:00.000,De=1st Ex=Btm Em=N/A,



Well,MeasA:Result,Calc1:Average within well,
A01,18416,0.11950,
A01,,,
A01,,,
A01,,,
A02,47486,0.13500,
A02,,,
A02,,,
A02,,,
A03,28432,0.12050,
A03,,,
A03,,,
A03,,,
A04,22385,0.10525,
A04,,,
A04,,,
A04,,,
A05,34058,0.12400,
A05,,,
A05,,,
A05,,,
A06,35257,0.12425,
A06,,,
A06,,,
A06,,,
A07,34320,0.12700,
A07,,,
A07,,,
A07,,,
A08,21394,0.11300,
A08,,,
A08,,,
A08,,,
A09,11981,0.096000,
A09,,,
A09,,,
A09,,,
A10,32843,0.12700,
A10,,,
A10,,,
A10,,,
A11,34551,0.12600,
A11,,,
A11,,,
A11,,,
A12,27118,0.12100,
A12,,,
A12,,,
A12,,,
B01,21768,0.13175,
B01,,,
B01,,,
B01,,,
B02,12197,0.092500,
B02,,,
B02,,,
B02,,,
B03,12943,0.091000,
B03,,,
B03,,,
B03,,,
B04,33789,0.14650,
B04,,,
B04,,,
B04,,,
B05,5549,0.087000,
B05,,,
B05,,,
B05,,,
B06,36188,0.11425,
B06,,,
B06,,,
B06,,,
B07,67213,0.15675,
B07,,,
B07,,,
B07,,,
B08,29723,0.12025,
B08,,,
B08,,,
B08,,,
B09,21568,0.11075,
B09,,,
B09,,,
B09,,,
B10,23241,0.12025,
B10,,,
B10,,,
B10,,,
B11,37263,0.18250,
B11,,,
B11,,,
B11,,,
B12,70246,0.25300,
B12,,,
B12,,,
B12,,,
C01,17263,0.10950,
C01,,,
C01,,,
C01,,,
C02,16729,0.10550,
C02,,,
C02,,,
C02,,,
C03,24035,0.10925,
C03,,,
C03,,,
C03,,,
C04,13795,0.094500,
C04,,,
C04,,,
C04,,,
C05,37009,0.12325,
C05,,,
C05,,,
C05,,,
C06,27418,0.11325,
C06,,,
C06,,,
C06,,,
C07,13832,0.097500,
C07,,,
C07,,,
C07,,,
C08,14427,0.093250,
C08,,,
C08,,,
C08,,,
C09,11250,0.088750,
C09,,,
C09,,,
C09,,,
C10,8817,0.086000,
C10,,,
C10,,,
C10,,,
C11,71098,0.23275,
C11,,,
C11,,,
