Plate information 
Plate,Repeat,Barcode,Measurement date,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,
1,1,="",11/03/2022 10:51:55 a.m.,26.7,26.75,30.2,30.3,


No background information available.


Well,MeasA:Result,
A01,5247,
A02,4683,
A03,23215,
A04,4377,
A05,5139,
A06,10029,
A07,4394,
A08,5503,
A09,3742,
A10,5455,
A11,5407,
A12,4617,
B01,5018,
B02,3967,
B03,4892,
B04,21123,
B05,4265,
B06,4632,
B07,4824,
B08,11544,
B09,10891,
B10,10020,
B11,6413,
B12,4427,
C01,4844,
C02,6645,
C03,7493,
C04,6503,
C05,3464,
C06,7376,
C07,5350,
C08,5189,
C09,6512,
C10,4210,
C11,4559,
C12,10396,
D01,5715,
D02,4978,
D03,4832,
D04,7523,
D05,4827,
D06,42357,
D07,7885,
D08,5346,
D09,4844,
D10,18578,
D11,4840,
D12,19334,
E01,5129,
E02,26185,
E03,4516,
E04,12728,
E05,4878,
E06,5815,
E07,7452,
E08,6205,
E09,8039,
E10,4264,
E11,4932,
E12,4613,
F01,6148,
F02,5728,
F03,3180,
F04,5811,
F05,5601,
F06,6998,
F07,7144,
F08,4150,
F09,5825,
F10,7106,
F11,4742,
F12,5439,
G01,4801,
G02,10957,
G03,5002,
G04,15551,
G05,3868,
G06,4706,
G07,6177,
G08,6008,
G09,6512,
G10,2610,
G11,8863,
G12,10204,
H01,4716,
H02,7123,
H03,4714,
H04,4259,
H05,5646,
H06,6437,
H07,4751,
H08,15591,
H09,722,
H10,16657,
H11,6213,
H12,6640,

Basic assay information 
Assay ID: ,,,,1827
Assay Started: ,,,,11/03/2022 10:51:21 a.m.
Assay Finished: ,,,,11/03/2022 10:52:07 a.m.
Assay Exported: ,,,,11/03/2022 10:52:41 a.m.
Assay Started By: ,,,,N/A
Protocol ID: ,,,,100160
Protocol Name: ,,,,Mark_Pyo_colony
Serial#: ,,,,="23000214"



Protocol information
Protocol:
Protocol name,,,,Mark_Pyo_colony
Number of assay repeats,,,,1
Start assay repeat each,,,,N/A
Number of plate repeats,,,,1
Start plate repeat each,,,,N/A
Mode of measurement,,,,By Rows  bi-directional
Rotated plate,,,,No
Soft move,,,,No
Protocol notes,,,, 

Plate type:
Name of the plate type,,,,96 General
Number of rows,,,,8
Number of columns,,,,12
Number of the wells in the plate,,,,96
Height of the plate,,,,14.35 mm
Diameter of the well,,,,6.5 mm
Volume of the well,,,,300 µl

Coordinates of corners:
96 General
14.38 mm x------------------------------------------------------ x 113.38 mm
11.24 mm                                                           11.24 mm

14.38 mm x------------------------------------------------------ x 113.38 mm
74.24 mm                                                           74.24 mm

Platemap:
Plate,,,,1

,01,02,03,04,05,06,07,08,09,10,11,12,
A,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
B,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
C,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
D,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
E,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
F,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
G,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
H,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 

 - - Undefined

Calculations:
No calculations.

Auto export parameters:
Export format,,,,ListC
Picture,,,,No
Add plate number to the file name,,,,Yes
Each plate to separate file,,,,No
Field separator to use,,,,System
File name format,,,,D:\mark\2022_PAO1_colony_screen\Day2\CA-RX1-3.csv
Exported data,,,,Well MeasA:Result

Operations:
Plate 1
  Measurement
    Meas,,,,A
    Tech,,,,Fluorescence

Measurements:
Meas ,,,,A
Exc. filter,,,,N/A
Using of excitation filter,,,,Top
Excitation wavelength,,,,400 nm
Emission wavelength,,,,440 nm
Measurement height,,,,9.5 mm
Number of flashes,,,,40
Number of flashes integrated,,,,40
Flash power,,,,100 %
Excitation light,,,,100%
Reference excitation light,,,,100%
Emission light,,,,100%
Reference AD gain,,,,2
Reference signal,,,,1534646
Last edited,,,,2/03/2022 2:21:00 p.m.
Last edited by,,,,EnSpire
Factory preset,,,,No

Filters:
Monochromator cutoff 230,,,,140
Filter polarization,,,,None
Description,,,,X230co Longpass=230nm  Tmin=90%
Used with
Last edited,,,,1/01/2011
Last edited by,,,,Installation
Factory preset,,,,Yes

Monochromator cutoff 360,,,,141
Filter polarization,,,,None
Description,,,,X360co Longpass=360nm  Tmin=90%
Used with
Last edited,,,,1/01/2011
Last edited by,,,,Installation
Factory preset,,,,Yes

Monochromator cutoff 585,,,,142
Filter polarization,,,,None
Description,,,,X585co Longpass=585nm  Tmin=75%
Used with
Last edited,,,,1/01/2011
Last edited by,,,,Installation
Factory preset,,,,Yes

Instrument:
Serial number,,,,23000214
Nickname,,,,EnSpire






Exported with EnSpire Workstation version 4.10.3005.1440
