Plate information 
Plate,Repeat,Barcode,Measurement date,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,
1,1,="",11/03/2022 11:29:25 a.m.,26.85,26.85,31,31,


No background information available.


Well,MeasA:Result,
A01,4565,
A02,36777,
A03,5441,
A04,5172,
A05,15777,
A06,10817,
A07,9225,
A08,6400,
A09,6919,
A10,4901,
A11,7331,
A12,35801,
B01,4465,
B02,4646,
B03,6135,
B04,4785,
B05,6860,
B06,9912,
B07,8695,
B08,7007,
B09,23479,
B10,12545,
B11,5986,
B12,5962,
C01,7412,
C02,5163,
C03,8894,
C04,30540,
C05,90808,
C06,6231,
C07,5249,
C08,7153,
C09,5165,
C10,5293,
C11,10934,
C12,6228,
D01,4327,
D02,5350,
D03,7612,
D04,4198,
D05,5675,
D06,4551,
D07,5445,
D08,25083,
D09,10112,
D10,10808,
D11,7046,
D12,5649,
E01,6300,
E02,6533,
E03,4317,
E04,4501,
E05,5297,
E06,16759,
E07,5655,
E08,7495,
E09,10416,
E10,4812,
E11,20436,
E12,17741,
F01,5267,
F02,4944,
F03,5543,
F04,20683,
F05,4501,
F06,7425,
F07,25031,
F08,5005,
F09,5531,
F10,6572,
F11,6948,
F12,19866,
G01,15217,
G02,10422,
G03,5355,
G04,22497,
G05,6741,
G06,6381,
G07,5096,
G08,5108,
G09,10484,
G10,17468,
G11,4742,
G12,6771,
H01,8958,
H02,6330,
H03,6122,
H04,15650,
H05,7703,
H06,8546,
H07,7601,
H08,5327,
H09,6239,
H10,8035,
H11,5710,
H12,4556,

Basic assay information 
Assay ID: ,,,,1850
Assay Started: ,,,,11/03/2022 11:28:51 a.m.
Assay Finished: ,,,,11/03/2022 11:29:37 a.m.
Assay Exported: ,,,,11/03/2022 11:30:03 a.m.
Assay Started By: ,,,,N/A
Protocol ID: ,,,,100160
Protocol Name: ,,,,Mark_Pyo_colony
Serial#: ,,,,="23000214"



Protocol information
Protocol:
Protocol name,,,,Mark_Pyo_colony
Number of assay repeats,,,,1
Start assay repeat each,,,,N/A
Number of plate repeats,,,,1
Start plate repeat each,,,,N/A
Mode of measurement,,,,By Rows  bi-directional
Rotated plate,,,,No
Soft move,,,,No
Protocol notes,,,, 

Plate type:
Name of the plate type,,,,96 General
Number of rows,,,,8
Number of columns,,,,12
Number of the wells in the plate,,,,96
Height of the plate,,,,14.35 mm
Diameter of the well,,,,6.5 mm
Volume of the well,,,,300 µl

Coordinates of corners:
96 General
14.38 mm x------------------------------------------------------ x 113.38 mm
11.24 mm                                                           11.24 mm

14.38 mm x------------------------------------------------------ x 113.38 mm
74.24 mm                                                           74.24 mm

Platemap:
Plate,,,,1

,01,02,03,04,05,06,07,08,09,10,11,12,
A,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
B,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
C,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
D,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
E,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
F,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
G,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
H,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 

 - - Undefined

Calculations:
No calculations.

Auto export parameters:
Export format,,,,ListC
Picture,,,,No
Add plate number to the file name,,,,Yes
Each plate to separate file,,,,No
Field separator to use,,,,System
File name format,,,,D:\mark\2022_PAO1_colony_screen\Day2\CA-RX4-3.csv
Exported data,,,,Well MeasA:Result

Operations:
Plate 1
  Measurement
    Meas,,,,A
    Tech,,,,Fluorescence

Measurements:
Meas ,,,,A
Exc. filter,,,,N/A
Using of excitation filter,,,,Top
Excitation wavelength,,,,400 nm
Emission wavelength,,,,440 nm
Measurement height,,,,9.5 mm
Number of flashes,,,,40
Number of flashes integrated,,,,40
Flash power,,,,100 %
Excitation light,,,,100%
Reference excitation light,,,,100%
Emission light,,,,100%
Reference AD gain,,,,2
Reference signal,,,,1534646
Last edited,,,,2/03/2022 2:21:00 p.m.
Last edited by,,,,EnSpire
Factory preset,,,,No

Filters:
Monochromator cutoff 230,,,,140
Filter polarization,,,,None
Description,,,,X230co Longpass=230nm  Tmin=90%
Used with
Last edited,,,,1/01/2011
Last edited by,,,,Installation
Factory preset,,,,Yes

Monochromator cutoff 360,,,,141
Filter polarization,,,,None
Description,,,,X360co Longpass=360nm  Tmin=90%
Used with
Last edited,,,,1/01/2011
Last edited by,,,,Installation
Factory preset,,,,Yes

Monochromator cutoff 585,,,,142
Filter polarization,,,,None
Description,,,,X585co Longpass=585nm  Tmin=75%
Used with
Last edited,,,,1/01/2011
Last edited by,,,,Installation
Factory preset,,,,Yes

Instrument:
Serial number,,,,23000214
Nickname,,,,EnSpire






Exported with EnSpire Workstation version 4.10.3005.1440
