Plate information 
Plate,Repeat,Barcode,Measurement date,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,
1,1,="",16/03/2022 1:49:05 p.m.,25.95,25.95,30.3,30.6,


Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas C,0,3044,40,00:00:00.000,De=1st Ex=Btm Em=N/A,



Well,MeasA:Result,Calc1:Average within well,
A01,72248,0.22850,
A01,,,
A01,,,
A01,,,
A02,174440,0.43550,
A02,,,
A02,,,
A02,,,
A03,34604,0.11125,
A03,,,
A03,,,
A03,,,
A04,227812,0.88925,
A04,,,
A04,,,
A04,,,
A05,75833,0.23450,
A05,,,
A05,,,
A05,,,
A06,11212,0.092750,
A06,,,
A06,,,
A06,,,
A07,14290,0.091750,
A07,,,
A07,,,
A07,,,
A08,11280,0.091000,
A08,,,
A08,,,
A08,,,
A09,17663,0.11225,
A09,,,
A09,,,
A09,,,
A10,31252,0.12025,
A10,,,
A10,,,
A10,,,
A11,39208,0.13475,
A11,,,
A11,,,
A11,,,
A12,59379,0.19475,
A12,,,
A12,,,
A12,,,
B01,69842,0.14525,
B01,,,
B01,,,
B01,,,
B02,12606,0.094250,
B02,,,
B02,,,
B02,,,
B03,13633,0.095250,
B03,,,
B03,,,
B03,,,
B04,13535,0.095000,
B04,,,
B04,,,
B04,,,
B05,13107,0.091750,
B05,,,
B05,,,
B05,,,
B06,11833,0.089000,
B06,,,
B06,,,
B06,,,
B07,12306,0.095500,
B07,,,
B07,,,
B07,,,
B08,24628,0.10050,
B08,,,
B08,,,
B08,,,
B09,26455,0.099250,
B09,,,
B09,,,
B09,,,
B10,19096,0.097750,
B10,,,
B10,,,
B10,,,
B11,23717,0.10150,
B11,,,
B11,,,
B11,,,
B12,26680,0.10225,
B12,,,
B12,,,
B12,,,
C01,12928,0.099500,
C01,,,
C01,,,
C01,,,
C02,45978,0.14275,
C02,,,
C02,,,
C02,,,
C03,11719,0.094250,
C03,,,
C03,,,
C03,,,
C04,33011,0.11225,
C04,,,
C04,,,
C04,,,
C05,40279,0.11925,
C05,,,
C05,,,
C05,,,
C06,23469,0.10875,
