Plate information 
Plate,Repeat,Barcode,Measurement date,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,
1,1,="",16/03/2022 1:17:39 p.m.,25.6,25.65,29.9,30.1,


Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas C,0,3054,40,00:00:00.000,De=1st Ex=Btm Em=N/A,



Well,MeasA:Result,Calc1:Average within well,
A01,8712,0.095500,
A01,,,
A01,,,
A01,,,
A02,11457,0.10450,
A02,,,
A02,,,
A02,,,
A03,121673,0.39500,
A03,,,
A03,,,
A03,,,
A04,8625,0.087750,
A04,,,
A04,,,
A04,,,
A05,91184,0.25000,
A05,,,
A05,,,
A05,,,
A06,19314,0.10000,
A06,,,
A06,,,
A06,,,
A07,12768,0.099750,
A07,,,
A07,,,
A07,,,
A08,8154,0.085000,
A08,,,
A08,,,
A08,,,
A09,9515,0.091750,
A09,,,
A09,,,
A09,,,
A10,92710,0.24675,
A10,,,
A10,,,
A10,,,
A11,129651,0.56400,
A11,,,
A11,,,
A11,,,
A12,17245,0.25725,
A12,,,
A12,,,
A12,,,
B01,13968,0.098250,
B01,,,
B01,,,
B01,,,
B02,14617,0.093250,
B02,,,
B02,,,
B02,,,
B03,94007,0.27450,
B03,,,
B03,,,
B03,,,
B04,12750,0.10550,
B04,,,
B04,,,
B04,,,
B05,7746,0.089750,
B05,,,
B05,,,
B05,,,
B06,4548,0.10725,
B06,,,
B06,,,
B06,,,
B07,7051,0.085750,
B07,,,
B07,,,
B07,,,
B08,19109,0.097250,
B08,,,
B08,,,
B08,,,
B09,46585,0.13350,
B09,,,
B09,,,
B09,,,
B10,5320,0.088250,
B10,,,
B10,,,
B10,,,
B11,11328,0.094000,
B11,,,
B11,,,
B11,,,
B12,18820,0.10675,
B12,,,
B12,,,
B12,,,
C01,13120,0.10775,
C01,,,
C01,,,
C01,,,
C02,10318,0.095250,
C02,,,
C02,,,
C02,,,
C03,4705,0.093000,
C03,,,
C03,,,
C03,,,
C04,10384,0.097750,
C04,,,
C04,,,
C04,,,
C05,47011,0.13625,
C05,,,
C05,,,
C05,,,
C06,114585,0.37700,
C06,,,
C06,,,
C06,,,
C07,97692,0.27050,
C07,,,
C07,,,
C07,,,
C08,15090,0.087250,
C08,,,
C08,,,
C08,,,
C09,94522,0.24850,
C09,,,
C09,,,
C09,,,
C10,95042,0.25225,
C10,,,
C10,,,
