Plate information 
Plate,Repeat,Barcode,Measurement date,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,
1,1,="",16/03/2022 1:13:48 p.m.,25.55,25.55,29.8,30,


Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas C,0,3416,40,00:00:00.000,De=1st Ex=Btm Em=N/A,



Well,MeasA:Result,Calc1:Average within well,
A01,129933,0.67050,
A01,,,
A01,,,
A01,,,
A02,11547,0.10125,
A02,,,
A02,,,
A02,,,
A03,61864,0.15600,
A03,,,
A03,,,
A03,,,
A04,110727,0.43625,
A04,,,
A04,,,
A04,,,
A05,87999,0.23750,
A05,,,
A05,,,
A05,,,
A06,10130,0.094250,
A06,,,
A06,,,
A06,,,
A07,8097,0.089750,
A07,,,
A07,,,
A07,,,
A08,7098,0.099250,
A08,,,
A08,,,
A08,,,
A09,31148,0.11950,
A09,,,
A09,,,
A09,,,
A10,10627,0.11425,
A10,,,
A10,,,
A10,,,
A11,10869,0.11725,
A11,,,
A11,,,
A11,,,
A12,79051,0.23325,
A12,,,
A12,,,
A12,,,
B01,21136,0.11025,
B01,,,
B01,,,
B01,,,
B02,39091,0.12900,
B02,,,
B02,,,
B02,,,
B03,10816,0.10050,
B03,,,
B03,,,
B03,,,
B04,30321,0.11525,
B04,,,
B04,,,
B04,,,
B05,118387,0.34275,
B05,,,
B05,,,
B05,,,
B06,56652,0.15725,
B06,,,
B06,,,
B06,,,
B07,6417,0.090000,
B07,,,
B07,,,
B07,,,
B08,5907,0.097250,
B08,,,
B08,,,
B08,,,
B09,30596,0.11525,
B09,,,
B09,,,
B09,,,
B10,78463,0.20025,
B10,,,
B10,,,
B10,,,
B11,107247,0.29875,
B11,,,
B11,,,
B11,,,
B12,152803,0.57675,
B12,,,
B12,,,
B12,,,
C01,9208,0.10725,
C01,,,
C01,,,
C01,,,
C02,138431,0.69725,
C02,,,
C02,,,
C02,,,
C03,29649,0.12475,
C03,,,
C03,,,
C03,,,
C04,8772,0.10200,
C04,,,
C04,,,
C04,,,
C05,175504,0.86600,
C05,,,
C05,,,
C05,,,
C06,63506,0.18525,
C06,,,
C06,,,
C06,,,
C07,47634,0.15600,
C07,,,
C07,,,
C07,,,
C08,86364,0.24050,
C08,,,
C08,,,
C08,,,
C09,12418,0.10475,
C09,,,
C09,,,
C09,,,
C10,48977,0.14700,
C10,,,
C10,,,
C10,,,
C11,39500,0.17875,
C11,,,
C11,,,
C11,,,
C12,16527,0.10850,
C12,,,
C12,,,
C12,,,
D01,11791,0.10200,
D01,,,
D01,,,
D01,,,
D02,70709,0.18325,
D02,,,
D02,,,
D02,,,
D03,7379,0.10150,
D03,,,
D03,,,
D03,,,
D04,9274,0.10275,
D04,,,
D04,,,
D04,,,
D05,71061,0.18375,
D05,,,
D05,,,
D05,,,
D06,25843,0.11925,
D06,,,
D06,,,
D06,,,
D07,98684,0.28450,
D07,,,
D07,,,
D07,,,
D08,25015,0.13775,
D08,,,
D08,,,
D08,,,
D09,19375,0.10725,
D09,,,
D09,,,
D09,,,
D10,61928,0.16350,
D10,,,
D10,,,
D10,,,
D11,63800,0.16925,
D11,,,
D11,,,
D11,,,
D12,33457,0.12375,
D12,,,
D12,,,
D12,,,
E01,36754,0.12325,
E01,,,
E01,,,
E01,,,
E02,110699,0.31750,
E02,,,
E02,,,
E02,,,
E03,23505,0.13875,
E03,,,
E03,,,
E03,,,
E04,15935,0.12350,
E04,,,
E04,,,
E04,,,
E05,11362,0.097000,
E05,,,
E05,,,
E05,,,
E06,31477,0.15125,
E06,,,
E06,,,
E06,,,
E07,156505,0.65025,
E07,,,
E07,,,
E07,,,
E08,6495,0.088750,
E08,,,
E08,,,
E08,,,
E09,9878,0.092500,
E09,,,
E09,,,
E09,,,
E10,85135,0.31050,
E10,,,
E10,,,
E10,,,
E11,14103,0.10050,
E11,,,
E11,,,
E11,,,
E12,28858,0.11875,
E12,,,
E12,,,
E12,,,
F01,20442,0.10500,
F01,,,
F01,,,
F01,,,
F02,38460,0.18725,
F02,,,
F02,,,
F02,,,
F03,27433,0.12275,
F03,,,
F03,,,
F03,,,
F04,49880,0.21150,
F04,,,
F04,,,
F04,,,
F05,20927,0.12425,
F05,,,
F05,,,
F05,,,
F06,14909,0.098750,
F06,,,
F06,,,
F06,,,
F07,14534,0.097250,
F07,,,
F07,,,
F07,,,
F08,115521,0.51975,
F08,,,
F08,,,
F08,,,
F09,9577,0.10050,
F09,,,
F09,,,
F09,,,
F10,63909,0.16325,
F10,,,
F10,,,
F10,,,
F11,55489,0.14900,
F11,,,
F11,,,
F11,,,
F12,24618,0.13800,
F12,,,
F12,,,
F12,,,
G01,9972,0.10200,
G01,,,
G01,,,
G01,,,
G02,8493,0.099250,
G02,,,
G02,,,
G02,,,
G03,88613,0.31050,
G03,,,
G03,,,
G03,,,
G04,11601,0.11175,
G04,,,
G04,,,
G04,,,
G05,7371,0.097250,
G05,,,
G05,,,
G05,,,
G06,21621,0.13500,
G06,,,
G06,,,
G06,,,
G07,61509,0.18075,
G07,,,
G07,,,
G07,,,
G08,8556,0.11275,
G08,,,
G08,,,
G08,,,
G09,7962,0.10525,
G09,,,
G09,,,
G09,,,
G10,55094,0.15350,
G10,,,
G10,,,
G10,,,
G11,131668,0.60375,
G11,,,
G11,,,
G11,,,
G12,12603,0.12000,
G12,,,
G12,,,
G12,,,
H01,58041,0.16775,
H01,,,
H01,,,
H01,,,
H02,9465,0.11000,
H02,,,
H02,,,
H02,,,
H03,50685,0.14750,
H03,,,
H03,,,
H03,,,
H04,31992,0.13275,
H04,,,
H04,,,
H04,,,
H05,18616,0.11900,
H05,,,
H05,,,
H05,,,
H06,23622,0.12375,
H06,,,
H06,,,
H06,,,
H07,43035,0.15725,
H07,,,
H07,,,
H07,,,
H08,11373,0.11175,
H08,,,
H08,,,
H08,,,
H09,69827,0.18100,
H09,,,
H09,,,
H09,,,
H10,10794,0.10950,
H10,,,
H10,,,
H10,,,
H11,9207,0.11400,
H11,,,
H11,,,
H11,,,
H12,10031,0.13150,
H12,,,
H12,,,
H12,,,

Basic assay information 
Assay ID: ,,,,1873
Assay Started: ,,,,16/03/2022 1:11:25 p.m.
Assay Finished: ,,,,16/03/2022 1:13:58 p.m.
Assay Exported: ,,,,16/03/2022 1:15:21 p.m.
Assay Started By: ,,,,N/A
Protocol ID: ,,,,100161
Protocol Name: ,,,,Mark_Pyo_AbsEm
Serial#: ,,,,="23000214"



Protocol information
Protocol:
Protocol name,,,,Mark_Pyo_AbsEm
Number of assay repeats,,,,1
Start assay repeat each,,,,N/A
Number of plate repeats,,,,1
Start plate repeat each,,,,N/A
Mode of measurement,,,,By Rows  bi-directional
Rotated plate,,,,No
Soft move,,,,No
Protocol notes,,,, 

Plate type:
Name of the plate type,,,,96 General
Number of rows,,,,8
Number of columns,,,,12
Number of the wells in the plate,,,,96
Height of the plate,,,,14.35 mm
Diameter of the well,,,,6.5 mm
Volume of the well,,,,300 µl

Coordinates of corners:
96 General
14.38 mm x------------------------------------------------------ x 113.38 mm
11.24 mm                                                           11.24 mm

14.38 mm x------------------------------------------------------ x 113.38 mm
74.24 mm                                                           74.24 mm

Platemap:
Plate,,,,1

,01,02,03,04,05,06,07,08,09,10,11,12,
A,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
B,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
C,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
D,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
E,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
F,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
G,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
H,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 

 - - Undefined

Calculations:
Plate,,,,1
 Formula index,,,,Calc 1
 Formula name,,,,Average within well
 Formula,,,,Average within well where Measurement: C

Auto export parameters:
Export format,,,,ListC
Picture,,,,No
Add plate number to the file name,,,,Yes
Each plate to separate file,,,,No
Field separator to use,,,,System
File name format,,,,D:\mark\2022_AbsEM\D1_P2_R1.csv
Exported data,,,,Well MeasA:Result Calc1:Average within well

Operations:
Plate 1
  Shake
    Duration,,,,3 s
    Speed,,,,60
    Diameter,,,,3 mm
    Shake mode,,,,Linear
    Plate location,,,,Inside
    First assay/plate repeat affected,,,,1
    Last assay/plate repeat affected,,,,1
  Measurement
    Meas,,,,A
    Tech,,,,Fluorescence
  Scan measurement
    Meas,,,,C
    Tech,,,,Absorbance
    Number of horizontal points (X),,,,2
    Number of vertical points (Y),,,,2
    Distance between points,,,,0.72 mm
    Scan mode,,,,Rectangle

Measurements:
Meas ,,,,A
Exc. filter,,,,N/A
Using of excitation filter,,,,Top
Excitation wavelength,,,,400 nm
Emission wavelength,,,,440 nm
Measurement height,,,,9.5 mm
Number of flashes,,,,40
Number of flashes integrated,,,,40
Flash power,,,,100 %
Excitation light,,,,100%
Reference excitation light,,,,100%
Emission light,,,,100%
Reference AD gain,,,,2
Reference signal,,,,1525564
Last edited,,,,16/03/2022 1:06:00 p.m.
Last edited by,,,,EnSpire
Factory preset,,,,No

Meas ,,,,C
Exc. filter,,,,N/A
Excitation wavelength,,,,400 nm
Measurement height,,,,7.5 mm
Number of flashes,,,,40
Number of flashes integrated,,,,40
Flash power,,,,100 %
Excitation light,,,,100%
Reference excitation light,,,,100%
Reference AD gain,,,,1
Reference signal,,,,966
Last edited,,,,16/03/2022 1:08:31 p.m.
Last edited by,,,,EnSpire
Factory preset,,,,No

Filters:
Monochromator cutoff 230,,,,140
Filter polarization,,,,None
Description,,,,X230co Longpass=230nm  Tmin=90%
Used with
Last edited,,,,1/01/2011
Last edited by,,,,Installation
Factory preset,,,,Yes

Monochromator cutoff 360,,,,141
Filter polarization,,,,None
Description,,,,X360co Longpass=360nm  Tmin=90%
Used with
Last edited,,,,1/01/2011
Last edited by,,,,Installation
Factory preset,,,,Yes

Monochromator cutoff 585,,,,142
Filter polarization,,,,None
Description,,,,X585co Longpass=585nm  Tmin=75%
Used with
Last edited,,,,1/01/2011
Last edited by,,,,Installation
Factory preset,,,,Yes

Instrument:
Serial number,,,,23000214
Nickname,,,,EnSpire






Exported with EnSpire Workstation version 4.10.3005.1440
