Plate information 
Plate,Repeat,Barcode,Measurement date,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,
1,1,="",16/03/2022 1:23:19 p.m.,25.65,25.7,29.9,30.1,


Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas C,0,3042,40,00:00:00.000,De=1st Ex=Btm Em=N/A,



Well,MeasA:Result,Calc1:Average within well,
A01,123147,0.45050,
A01,,,
A01,,,
A01,,,
A02,68400,0.18750,
A02,,,
A02,,,
A02,,,
A03,59704,0.17500,
A03,,,
A03,,,
A03,,,
A04,8798,0.11050,
A04,,,
A04,,,
A04,,,
A05,8783,0.10325,
A05,,,
A05,,,
A05,,,
A06,9825,0.10950,
A06,,,
A06,,,
A06,,,
A07,113310,0.34050,
A07,,,
A07,,,
A07,,,
A08,75571,0.20775,
A08,,,
A08,,,
A08,,,
A09,8070,0.11050,
A09,,,
A09,,,
A09,,,
A10,9206,0.10550,
A10,,,
A10,,,
A10,,,
A11,12847,0.10025,
A11,,,
A11,,,
A11,,,
A12,108895,0.34400,
A12,,,
A12,,,
A12,,,
B01,36788,0.13000,
B01,,,
B01,,,
B01,,,
B02,52960,0.20300,
B02,,,
B02,,,
B02,,,
B03,13094,0.10500,
B03,,,
B03,,,
B03,,,
B04,42843,0.17000,
B04,,,
B04,,,
B04,,,
B05,95440,0.25275,
B05,,,
B05,,,
B05,,,
B06,29827,0.11450,
B06,,,
B06,,,
B06,,,
B07,54861,0.19475,
B07,,,
B07,,,
B07,,,
B08,28151,0.12475,
B08,,,
B08,,,
B08,,,
B09,137155,0.45150,
B09,,,
B09,,,
B09,,,
B10,47082,0.19350,
B10,,,
B10,,,
B10,,,
B11,130188,0.39750,
B11,,,
B11,,,
B11,,,
B12,8156,0.10200,
B12,,,
B12,,,
B12,,,
C01,5256,0.085750,
C01,,,
C01,,,
C01,,,
C02,150028,0.56500,
C02,,,
C02,,,
C02,,,
C03,12025,0.10700,
C03,,,
C03,,,
C03,,,
C04,51960,0.14575,
C04,,,
C04,,,
C04,,,
C05,74845,0.26225,
C05,,,
C05,,,
C05,,,
C06,46027,0.13650,
C06,,,
C06,,,
C06,,,
C07,125006,0.40650,
C07,,,
C07,,,
C07,,,
C08,104001,0.30275,
C08,,,
C08,,,
C08,,,
C09,54631,0.21200,
C09,,,
C09,,,
C09,,,
C10,4627,0.098250,
C10,,,
C10,,,
C10,,,
C11,109426,0.30975,
C11,,,
C11,,,
C11,,,
C12,120025,0.37875,
C12,,,
C12,,,
C12,,,
D01,12146,0.10575,
D01,,,
D01,,,
D01,,,
D02,11796,0.086500,
D02,,,
D02,,,
D02,,,
D03,6729,0.090500,
D03,,,
D03,,,
D03,,,
D04,61427,0.22875,
D04,,,
D04,,,
D04,,,
D05,8054,0.093500,
D05,,,
D05,,,
D05,,,
D06,49049,0.19025,
D06,,,
D06,,,
D06,,,
D07,6691,0.099750,
D07,,,
D07,,,
D07,,,
D08,56607,0.21725,
D08,,,
D08,,,
D08,,,
D09,13200,0.10475,
D09,,,
D09,,,
D09,,,
D10,45442,0.18250,
D10,,,
D10,,,
D10,,,
D11,47650,0.19525,
D11,,,
D11,,,
D11,,,
D12,6106,0.10650,
D12,,,
D12,,,
D12,,,
E01,45228,0.17350,
E01,,,
E01,,,
E01,,,
E02,62618,0.21675,
E02,,,
E02,,,
E02,,,
