Plate information 
Plate,Repeat,Barcode,Measurement date,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,
1,1,="",18/03/2022 12:12:24 p.m.,27.85,27.85,30.6,30.9,


Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas C,0,3183,40,00:00:00.000,De=1st Ex=Btm Em=N/A,



Well,MeasA:Result,Calc1:Average within well,
A01,11016,0.098000,
A01,,,
A01,,,
A01,,,
A02,8074,0.093250,
A02,,,
A02,,,
A02,,,
A03,32532,0.11150,
A03,,,
A03,,,
A03,,,
A04,7426,0.083250,
A04,,,
A04,,,
A04,,,
A05,144244,0.30175,
A05,,,
A05,,,
A05,,,
A06,24954,0.095750,
A06,,,
A06,,,
A06,,,
A07,7021,0.084500,
A07,,,
A07,,,
A07,,,
A08,75823,0.15125,
A08,,,
A08,,,
A08,,,
A09,7083,0.089500,
A09,,,
A09,,,
A09,,,
A10,144299,0.30200,
A10,,,
A10,,,
A10,,,
A11,75513,0.16025,
A11,,,
A11,,,
A11,,,
A12,8206,0.098500,
A12,,,
A12,,,
A12,,,
B01,139937,0.30250,
B01,,,
B01,,,
B01,,,
B02,148149,0.30575,
B02,,,
B02,,,
B02,,,
B03,151669,0.33250,
B03,,,
B03,,,
B03,,,
B04,8767,0.086750,
B04,,,
B04,,,
B04,,,
B05,7579,0.082000,
B05,,,
B05,,,
B05,,,
B06,69563,0.13750,
B06,,,
B06,,,
B06,,,
B07,129179,0.27150,
B07,,,
B07,,,
B07,,,
B08,69844,0.15650,
B08,,,
B08,,,
B08,,,
B09,6847,0.082000,
B09,,,
B09,,,
B09,,,
B10,18613,0.095500,
B10,,,
B10,,,
B10,,,
B11,70860,0.15375,
B11,,,
B11,,,
B11,,,
B12,6969,0.095750,
B12,,,
B12,,,
B12,,,
C01,164233,0.36150,
C01,,,
C01,,,
C01,,,
C02,149793,0.29625,
C02,,,
C02,,,
C02,,,
C03,16261,0.091500,
C03,,,
C03,,,
C03,,,
C04,11937,0.091250,
C04,,,
C04,,,
C04,,,
C05,15196,0.084250,
C05,,,
C05,,,
C05,,,
C06,15310,0.086000,
C06,,,
C06,,,
C06,,,
C07,12815,0.089500,
C07,,,
C07,,,
C07,,,
C08,139265,0.27525,
C08,,,
C08,,,
C08,,,
C09,95135,0.17425,
C09,,,
C09,,,
C09,,,
C10,12404,0.089250,
C10,,,
C10,,,
C10,,,
C11,153709,0.48325,
C11,,,
C11,,,
C11,,,
C12,12065,0.097250,
C12,,,
C12,,,
C12,,,
D01,92076,0.20125,
D01,,,
D01,,,
D01,,,
D02,7300,0.082000,
D02,,,
D02,,,
D02,,,
D03,5990,0.093750,
D03,,,
D03,,,
D03,,,
D04,13169,0.096250,
D04,,,
D04,,,
D04,,,
D05,4322,0.078750,
D05,,,
D05,,,
D05,,,
D06,5905,0.081750,
D06,,,
D06,,,
D06,,,
D07,12599,0.11000,
D07,,,
D07,,,
D07,,,
D08,9587,0.11725,
D08,,,
D08,,,
D08,,,
D09,17075,0.095250,
D09,,,
D09,,,
D09,,,
D10,4778,0.079000,
D10,,,
D10,,,
D10,,,
D11,6324,0.085750,
D11,,,
D11,,,
D11,,,
D12,22811,0.10550,
D12,,,
D12,,,
D12,,,
E01,16144,0.11275,
E01,,,
E01,,,
E01,,,
E02,7682,0.094750,
E02,,,
E02,,,
E02,,,
E03,6574,0.091250,
E03,,,
E03,,,
E03,,,
E04,5737,0.082500,
E04,,,
E04,,,
E04,,,
E05,6411,0.081250,
E05,,,
E05,,,
E05,,,
E06,6245,0.085000,
E06,,,
E06,,,
E06,,,
E07,7478,0.090500,
E07,,,
E07,,,
E07,,,
E08,6976,0.092000,
E08,,,
E08,,,
E08,,,
E09,13401,0.086500,
E09,,,
E09,,,
E09,,,
E10,7111,0.083750,
E10,,,
E10,,,
E10,,,
E11,15429,0.10200,
E11,,,
E11,,,
E11,,,
E12,7258,0.085500,
E12,,,
E12,,,
E12,,,
F01,8475,0.090000,
F01,,,
F01,,,
F01,,,
F02,6367,0.091000,
F02,,,
F02,,,
F02,,,
F03,6183,0.10025,
F03,,,
F03,,,
F03,,,
F04,5524,0.082250,
F04,,,
F04,,,
F04,,,
F05,4569,0.078750,
F05,,,
F05,,,
F05,,,
F06,15984,0.090750,
F06,,,
F06,,,
F06,,,
F07,5478,0.096250,
F07,,,
F07,,,
F07,,,
F08,12667,0.11200,
F08,,,
F08,,,
F08,,,
F09,55296,0.12750,
F09,,,
F09,,,
F09,,,
F10,11236,0.096250,
F10,,,
F10,,,
F10,,,
F11,5275,0.086000,
F11,,,
F11,,,
F11,,,
F12,10561,0.098750,
F12,,,
F12,,,
F12,,,
G01,4643,0.083750,
G01,,,
G01,,,
G01,,,
G02,12591,0.092000,
G02,,,
G02,,,
G02,,,
G03,5164,0.093500,
G03,,,
G03,,,
G03,,,
G04,5151,0.089000,
G04,,,
G04,,,
G04,,,
G05,4921,0.085500,
G05,,,
G05,,,
G05,,,
G06,6905,0.081000,
G06,,,
G06,,,
G06,,,
G07,19149,0.10875,
G07,,,
G07,,,
G07,,,
G08,5469,0.095500,
G08,,,
G08,,,
G08,,,
G09,9913,0.090750,
G09,,,
G09,,,
G09,,,
G10,5686,0.086500,
G10,,,
G10,,,
G10,,,
G11,8259,0.094000,
G11,,,
G11,,,
G11,,,
G12,6760,0.092750,
G12,,,
G12,,,
G12,,,
H01,18967,0.12375,
H01,,,
H01,,,
H01,,,
H02,9790,0.11025,
H02,,,
H02,,,
H02,,,
H03,10960,0.098500,
H03,,,
H03,,,
H03,,,
H04,7400,0.086500,
H04,,,
H04,,,
H04,,,
H05,5992,0.10875,
H05,,,
H05,,,
H05,,,
H06,6187,0.10150,
H06,,,
H06,,,
H06,,,
H07,8784,0.099000,
H07,,,
H07,,,
H07,,,
H08,7686,0.094250,
H08,,,
H08,,,
H08,,,
H09,9241,0.097250,
H09,,,
H09,,,
H09,,,
H10,6436,0.10400,
H10,,,
H10,,,
H10,,,
H11,9746,0.10450,
H11,,,
H11,,,
H11,,,
H12,9610,0.11975,
H12,,,
H12,,,
H12,,,

Basic assay information 
Assay ID: ,,,,1909
Assay Started: ,,,,18/03/2022 12:10:11 p.m.
Assay Finished: ,,,,18/03/2022 12:12:35 p.m.
Assay Exported: ,,,,18/03/2022 12:13:10 p.m.
Assay Started By: ,,,,N/A
Protocol ID: ,,,,100161
Protocol Name: ,,,,Mark_Pyo_AbsEm
Serial#: ,,,,="23000214"



Protocol information
Protocol:
Protocol name,,,,Mark_Pyo_AbsEm
Number of assay repeats,,,,1
Start assay repeat each,,,,N/A
Number of plate repeats,,,,1
Start plate repeat each,,,,N/A
Mode of measurement,,,,By Rows  bi-directional
Rotated plate,,,,No
Soft move,,,,No
Protocol notes,,,, 

Plate type:
Name of the plate type,,,,96 General
Number of rows,,,,8
Number of columns,,,,12
Number of the wells in the plate,,,,96
Height of the plate,,,,14.35 mm
Diameter of the well,,,,6.5 mm
Volume of the well,,,,300 µl

Coordinates of corners:
96 General
14.38 mm x------------------------------------------------------ x 113.38 mm
11.24 mm                                                           11.24 mm

14.38 mm x------------------------------------------------------ x 113.38 mm
74.24 mm                                                           74.24 mm

Platemap:
Plate,,,,1

,01,02,03,04,05,06,07,08,09,10,11,12,
A,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
B,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
C,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
D,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
E,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
F,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
G,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
H,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 

 - - Undefined

Calculations:
Plate,,,,1
 Formula index,,,,Calc 1
 Formula name,,,,Average within well
 Formula,,,,Average within well where Measurement: C

Auto export parameters:
Export format,,,,ListC
Picture,,,,No
Add plate number to the file name,,,,Yes
Each plate to separate file,,,,No
Field separator to use,,,,System
File name format,,,,D:\mark\2022_AbsEM\Day3\D3_P2_R1.csv
Exported data,,,,Well MeasA:Result Calc1:Average within well

Operations:
Plate 1
  Shake
    Duration,,,,3 s
    Speed,,,,60
    Diameter,,,,3 mm
    Shake mode,,,,Linear
    Plate location,,,,Inside
    First assay/plate repeat affected,,,,1
    Last assay/plate repeat affected,,,,1
  Measurement
    Meas,,,,A
    Tech,,,,Fluorescence
  Scan measurement
    Meas,,,,C
    Tech,,,,Absorbance
    Number of horizontal points (X),,,,2
    Number of vertical points (Y),,,,2
    Distance between points,,,,0.72 mm
    Scan mode,,,,Rectangle

Measurements:
Meas ,,,,A
Exc. filter,,,,N/A
Using of excitation filter,,,,Top
Excitation wavelength,,,,400 nm
Emission wavelength,,,,440 nm
Measurement height,,,,9.5 mm
Number of flashes,,,,40
Number of flashes integrated,,,,40
Flash power,,,,100 %
Excitation light,,,,100%
Reference excitation light,,,,100%
Emission light,,,,100%
Reference AD gain,,,,2
Reference signal,,,,1525564
Last edited,,,,16/03/2022 1:06:00 p.m.
Last edited by,,,,EnSpire
Factory preset,,,,No

Meas ,,,,C
Exc. filter,,,,N/A
Excitation wavelength,,,,400 nm
Measurement height,,,,7.5 mm
Number of flashes,,,,40
Number of flashes integrated,,,,40
Flash power,,,,100 %
Excitation light,,,,100%
Reference excitation light,,,,100%
Reference AD gain,,,,1
Reference signal,,,,966
Last edited,,,,16/03/2022 1:08:31 p.m.
Last edited by,,,,EnSpire
Factory preset,,,,No

Filters:
Monochromator cutoff 230,,,,140
Filter polarization,,,,None
Description,,,,X230co Longpass=230nm  Tmin=90%
Used with
Last edited,,,,1/01/2011
Last edited by,,,,Installation
Factory preset,,,,Yes

Monochromator cutoff 360,,,,141
Filter polarization,,,,None
Description,,,,X360co Longpass=360nm  Tmin=90%
Used with
Last edited,,,,1/01/2011
Last edited by,,,,Installation
Factory preset,,,,Yes

Monochromator cutoff 585,,,,142
Filter polarization,,,,None
Description,,,,X585co Longpass=585nm  Tmin=75%
Used with
Last edited,,,,1/01/2011
Last edited by,,,,Installation
Factory preset,,,,Yes

Instrument:
Serial number,,,,23000214
Nickname,,,,EnSpire






Exported with EnSpire Workstation version 4.10.3005.1440
