Plate information 
Plate,Repeat,Barcode,Measurement date,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,
1,1,="",18/03/2022 12:31:47 p.m.,27.25,27.2,31,31.2,


Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas C,0,3499,40,00:00:00.000,De=1st Ex=Btm Em=N/A,



Well,MeasA:Result,Calc1:Average within well,
A01,12551,0.10475,
A01,,,
A01,,,
A01,,,
A02,36369,0.13250,
A02,,,
A02,,,
A02,,,
A03,17879,0.12075,
A03,,,
A03,,,
A03,,,
A04,17703,0.10025,
A04,,,
A04,,,
A04,,,
A05,20792,0.11650,
A05,,,
A05,,,
A05,,,
A06,21933,0.11175,
A06,,,
A06,,,
A06,,,
A07,20003,0.11625,
A07,,,
A07,,,
A07,,,
A08,13374,0.10475,
A08,,,
A08,,,
A08,,,
A09,8430,0.092750,
A09,,,
A09,,,
A09,,,
A10,18208,0.11100,
A10,,,
A10,,,
A10,,,
A11,20031,0.11400,
A11,,,
A11,,,
A11,,,
A12,17721,0.10875,
A12,,,
A12,,,
A12,,,
B01,13270,0.10325,
B01,,,
B01,,,
B01,,,
B02,9833,0.097500,
B02,,,
B02,,,
B02,,,
B03,11215,0.10575,
B03,,,
B03,,,
B03,,,
B04,22771,0.099000,
B04,,,
B04,,,
B04,,,
B05,4932,0.082250,
B05,,,
B05,,,
B05,,,
B06,23997,0.10350,
B06,,,
B06,,,
B06,,,
B07,57352,0.13050,
B07,,,
B07,,,
B07,,,
B08,17212,0.099500,
B08,,,
B08,,,
B08,,,
B09,12798,0.099500,
B09,,,
B09,,,
B09,,,
B10,13721,0.10100,
B10,,,
B10,,,
B10,,,
B11,24241,0.10925,
B11,,,
B11,,,
B11,,,
B12,59409,0.18450,
B12,,,
B12,,,
B12,,,
C01,11787,0.10325,
C01,,,
C01,,,
C01,,,
C02,12947,0.11800,
C02,,,
C02,,,
C02,,,
C03,15493,0.11750,
C03,,,
C03,,,
C03,,,
C04,10740,0.091750,
C04,,,
C04,,,
C04,,,
C05,23177,0.10900,
C05,,,
C05,,,
C05,,,
C06,16273,0.10200,
C06,,,
C06,,,
C06,,,
C07,9469,0.090500,
C07,,,
C07,,,
C07,,,
C08,10101,0.092500,
C08,,,
C08,,,
C08,,,
C09,9622,0.090250,
C09,,,
C09,,,
C09,,,
C10,7169,0.092750,
C10,,,
C10,,,
C10,,,
C11,61317,0.18600,
C11,,,
C11,,,
C11,,,
C12,16223,0.10575,
C12,,,
C12,,,
C12,,,
D01,34576,0.10800,
D01,,,
D01,,,
D01,,,
D02,9136,0.089000,
D02,,,
D02,,,
D02,,,
D03,6123,0.090500,
D03,,,
D03,,,
D03,,,
D04,61921,0.12875,
D04,,,
D04,,,
D04,,,
D05,61046,0.18150,
D05,,,
D05,,,
D05,,,
D06,106116,0.19400,
D06,,,
D06,,,
D06,,,
D07,23899,0.12175,
D07,,,
D07,,,
D07,,,
D08,154660,0.31225,
D08,,,
D08,,,
D08,,,
D09,26768,0.12175,
D09,,,
D09,,,
D09,,,
D10,91094,0.19300,
D10,,,
D10,,,
D10,,,
D11,13451,0.10850,
D11,,,
D11,,,
D11,,,
D12,46687,0.16425,
D12,,,
D12,,,
D12,,,
E01,13615,0.11200,
E01,,,
E01,,,
E01,,,
E02,140580,0.27250,
E02,,,
E02,,,
E02,,,
E03,41789,0.12750,
E03,,,
E03,,,
E03,,,
E04,23409,0.098000,
E04,,,
E04,,,
E04,,,
E05,14680,0.10000,
E05,,,
